A,B,C,D,DotDur,E,F,G,H,ISIdur,NumDur,acc,accuracy,average_response_time,avg_rt,background,bidi,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,count_ISI,count_digit_loop_1,count_dot,count_experiment,count_get_input_digits,count_get_input_letters,count_get_input_loop_1,count_get_input_loop_2,count_get_input_sequence_1,count_get_input_sequence_2,count_init_1,count_init_2,count_intro_1,count_letter_loop_1,count_number_input_1,count_number_input_2,count_osweb,count_process_input_1,count_process_input_2,count_report_1,count_report_2,count_response_logger_1,count_response_logger_2,count_set_time_vars,count_stimA_1,count_stimA_2,count_stimB_1,count_stimB_2,count_stimC_1,count_stimC_2,count_stimD_1,count_stimD_2,count_stimE_1,count_stimE_2,count_stimF_1,count_stimF_2,count_stimG_1,count_stimG_2,count_stimH_1,count_stimH_2,count_trial_sequence_1,count_trial_sequence_2,datetime,description,disable_garbage_collection,empty_column,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,mouse_backend,multichar_response,opensesame_codename,opensesame_version,response,response_intro_1,response_number_input_1,response_number_input_2,response_time,response_time_intro_1,response_time_number_input_1,response_time_number_input_2,round_decimals,sampler_backend,sessionid,sound_buf_size,sound_channels,sound_freq,sound_sample_size,span,start,subject_nr,subject_parity,time_ISI,time_digit_loop_1,time_dot,time_get_input_digits,time_get_input_letters,time_get_input_loop_1,time_get_input_loop_2,time_init_1,time_init_2,time_intro_1,time_letter_loop_1,time_number_input_1,time_number_input_2,time_process_input_1,time_process_input_2,time_response_logger_1,time_response_logger_2,time_set_time_vars,time_stimA_1,time_stimA_2,time_stimB_1,time_stimB_2,time_stimC_1,time_stimC_2,time_stimD_1,time_stimD_2,time_stimE_1,time_stimE_2,time_stimF_1,time_stimF_2,time_stimG_1,time_stimG_2,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
d,y,v,f,3000,x,w,w,w,500,750,0,0,1088,1088,black,no,legacy,legacy,legacy,0,letters,uniform,,34,0,4,0,,27,,4,,27,,4,0,0,,27,0,,27,,4,,4,0,,4,,4,,4,,4,,4,,4,,4,,4,,4,Thu Sep 03 2020 08:32:17 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,dyvfxenter,osweb,1.3.8,enter,k,,enter,5660,1912,,5660,2,legacy,1599114745836,1024,2,48000,-16,5,experiment,1,odd,69645,28,70163,,74937,,62714,,62713,28,28,,74937,,80611,,80613,1942,,62714,,63995,,65278,,66562,,67846,,,,,MemorySpan_1,0,30473,28,yes,1024
i,m,v,t,3000,k,w,w,w,500,750,0,0,1086,1086,black,no,legacy,legacy,legacy,0,letters,uniform,,41,0,5,0,,33,,5,,33,,5,0,0,,33,0,,33,,5,,5,0,,5,,5,,5,,5,,5,,5,,5,,5,,5,Thu Sep 03 2020 08:32:17 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,imvtkenter,osweb,1.3.8,enter,k,,enter,4253,1912,,4253,2,legacy,1599114745836,1024,2,48000,-16,5,experiment,1,odd,87530,28,88048,,93338,,80631,,80631,28,28,,93338,,97596,,97598,1942,,80631,,81896,,83180,,84463,,85730,,,,,MemorySpan_1,0,36918,34,yes,1024
g,r,y,p,3000,y,r,w,w,500,750,0,0,1056,1056,black,no,legacy,legacy,legacy,0,letters,uniform,,48,0,6,0,,40,,6,,40,,6,0,0,,40,0,,40,,6,,6,0,,6,,6,,6,,6,,6,,6,,6,,6,,6,Thu Sep 03 2020 08:32:17 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,grypyrenter,osweb,1.3.8,enter,k,,enter,4163,1912,,4163,2,legacy,1599114745836,1024,2,48000,-16,6,experiment,1,odd,105297,28,105814,,111156,,97615,,97614,28,28,,111156,,115331,,115332,1942,,97615,,98898,,100181,,101464,,102748,,104015,,,MemorySpan_1,0,43289,41,yes,1024
i,m,u,u,3000,e,r,w,w,500,750,0,0,1053,1053,black,no,legacy,legacy,legacy,0,letters,uniform,,55,0,7,0,,47,,7,,47,,7,0,0,,47,0,,47,,7,,7,0,,7,,7,,7,,7,,7,,7,,7,,7,,7,Thu Sep 03 2020 08:32:17 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,imuuerenter,osweb,1.3.8,enter,k,,enter,5464,1912,,5464,2,legacy,1599114745836,1024,2,48000,-16,6,experiment,1,odd,122999,28,123517,,128423,,115351,,115350,28,28,,128423,,133899,,133901,1942,,115351,,116631,,117899,,119165,,120433,,121716,,,MemorySpan_1,0,50559,48,yes,1024
v,e,z,g,3000,s,q,l,w,500,750,0,0,1092,1092,black,no,legacy,legacy,legacy,0,letters,uniform,,62,0,8,0,,55,,8,,55,,8,0,0,,55,0,,55,,8,,8,0,,8,,8,,8,,8,,8,,8,,8,,8,,8,Thu Sep 03 2020 08:32:17 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,vezgxelenter,osweb,1.3.8,enter,k,,enter,2346,1912,,2346,2,legacy,1599114745836,1024,2,48000,-16,7,experiment,1,odd,142383,28,142885,,154225,,133919,,133918,28,28,,154225,,156584,,156584,1942,,133919,,135200,,136484,,137767,,139050,,140334,,141617,MemorySpan_1,0,61129,56,yes,1024
u,p,t,x,3000,i,p,f,w,500,750,0,0,1079,1079,black,no,legacy,legacy,legacy,0,letters,uniform,,69,0,9,0,,69,,9,,69,,9,0,0,,69,0,,69,,9,,9,0,,9,,9,,9,,9,,9,,9,,9,,9,,9,Thu Sep 03 2020 08:32:17 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,uptximfenter,osweb,1.3.8,enter,k,,enter,3725,1912,,3725,2,legacy,1599114745836,1024,2,48000,-16,7,experiment,1,odd,165051,28,165568,,179458,,156603,,156602,28,28,,179458,,183186,,183187,1942,,156603,,157885,,159169,,160451,,161735,,163019,,164285,MemorySpan_1,0,75513,70,yes,1024
3,9,5,w,3000,w,w,w,w,500,750,0,0,1065,1065,black,no,legacy,legacy,legacy,0,numbers,uniform,,76,0,10,0,3,69,0,9,3,69,0,9,0,0,3,69,0,3,69,0,9,0,9,0,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,Thu Sep 03 2020 08:32:17 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,395enter,osweb,1.3.8,enter,k,enter,enter,2282,1912,2282,3725,2,legacy,1599114745836,1024,2,48000,-16,3,experiment,1,odd,188603,28,189121,193226,179458,183203,156603,183203,156602,28,28,193226,179458,195520,183186,195521,183187,1942,183203,156603,184486,157885,185770,159169,,160451,,161735,,163019,,164285,MemorySpan_1,0,78829,74,yes,1024
1,8,3,w,3000,w,w,w,w,500,750,0,0,1057,1057,black,no,legacy,legacy,legacy,0,numbers,uniform,,83,0,11,0,7,69,1,9,7,69,1,9,0,0,7,69,0,7,69,1,9,1,9,0,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,Thu Sep 03 2020 08:32:17 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,183enter,osweb,1.3.8,enter,k,enter,enter,2257,1912,2257,3725,2,legacy,1599114745836,1024,2,48000,-16,3,experiment,1,odd,200921,28,201439,205879,179458,195539,156603,195538,156602,28,28,205879,179458,208137,183186,208138,183187,1942,195539,156603,196821,157885,198104,159169,,160451,,161735,,163019,,164285,MemorySpan_1,0,82457,78,yes,1024
6,5,5,4,3000,w,w,w,w,500,750,0,0,1053,1053,black,no,legacy,legacy,legacy,0,numbers,uniform,,90,0,12,0,12,69,2,9,12,69,2,9,0,0,12,69,0,12,69,2,9,2,9,0,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,Thu Sep 03 2020 08:32:17 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,6554enter,osweb,1.3.8,enter,k,enter,enter,3456,1912,3456,3725,2,legacy,1599114745836,1024,2,48000,-16,4,experiment,1,odd,214288,28,214790,219392,179458,208155,156603,208155,156602,28,28,219392,179458,222856,183186,222857,183187,1942,208155,156603,209437,157885,210689,159169,211973,160451,,161735,,163019,,164285,MemorySpan_1,0,87434,83,yes,1024
5,5,5,1,3000,w,w,w,w,500,750,0,0,1124,1124,black,no,legacy,legacy,legacy,0,numbers,uniform,,97,0,13,0,17,69,3,9,17,69,3,9,0,0,17,69,0,17,69,3,9,3,9,0,3,9,3,9,3,9,3,9,3,9,3,9,3,9,3,9,3,9,Thu Sep 03 2020 08:32:17 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,5551enter,osweb,1.3.8,enter,k,enter,enter,10131,1912,10131,3725,2,legacy,1599114745836,1024,2,48000,-16,4,experiment,1,odd,229040,28,229556,233965,179458,222875,156603,222875,156602,28,28,233965,179458,244107,183186,244109,183187,1942,222875,156603,224156,157885,225439,159169,226724,160451,,161735,,163019,,164285,MemorySpan_1,0,98898,88,yes,1024
5,2,4,1,3000,2,w,w,w,500,750,0,0,1134,1134,black,no,legacy,legacy,legacy,0,numbers,uniform,,104,0,14,0,23,69,4,9,23,69,4,9,0,0,23,69,0,23,69,4,9,4,9,0,4,9,4,9,4,9,4,9,4,9,4,9,4,9,4,9,4,9,Thu Sep 03 2020 08:32:17 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,52412enter,osweb,1.3.8,enter,k,enter,enter,5690,1912,5690,3725,2,legacy,1599114745836,1024,2,48000,-16,5,experiment,1,odd,251058,28,251579,256683,179458,244128,156603,244127,156602,28,28,256683,179458,262376,183186,262377,183187,1942,244128,156603,245408,157885,246691,159169,247975,160451,249258,161735,,163019,,164285,MemorySpan_1,0,106577,94,yes,1024
2,9,6,4,3000,6,w,w,w,500,750,0,0,1113,1113,black,no,legacy,legacy,legacy,0,numbers,uniform,,111,0,15,0,29,69,5,9,29,69,5,9,0,0,29,69,0,29,69,5,9,5,9,0,5,9,5,9,5,9,5,9,5,9,5,9,5,9,5,9,5,9,Thu Sep 03 2020 08:32:17 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,29646enter,osweb,1.3.8,enter,k,enter,enter,813,1912,813,3725,2,legacy,1599114745836,1024,2,48000,-16,5,experiment,1,odd,269309,28,269825,276884,179458,262393,156603,262393,156602,28,28,276884,179458,277709,183186,277710,183187,1942,262393,156603,263675,157885,264958,159169,266243,160451,267526,161735,,163019,,164285,MemorySpan_1,0,111347,100,yes,1024
4,3,3,6,3000,4,5,w,w,500,750,0,0,1073,1073,black,no,legacy,legacy,legacy,0,numbers,uniform,,118,0,16,0,36,69,6,9,36,69,6,9,0,0,36,69,0,36,69,6,9,6,9,0,6,9,6,9,6,9,6,9,6,9,6,9,6,9,6,9,6,9,Thu Sep 03 2020 08:32:17 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,433646enter,osweb,1.3.8,enter,k,enter,enter,797,1912,797,3725,2,legacy,1599114745836,1024,2,48000,-16,6,experiment,1,odd,285427,28,285943,291703,179458,277730,156603,277729,156602,28,28,291703,179458,292510,183186,292510,183187,1942,277730,156603,279010,157885,280294,159169,281576,160451,282859,161735,284144,163019,,164285,MemorySpan_1,0,114808,107,yes,1024
3,1,8,4,3000,4,4,w,w,500,750,0,0,1074,1074,black,no,legacy,legacy,legacy,0,numbers,uniform,,125,0,17,0,43,69,7,9,43,69,7,9,0,0,43,69,0,43,69,7,9,7,9,0,7,9,7,9,7,9,7,9,7,9,7,9,7,9,7,9,7,9,Thu Sep 03 2020 08:32:17 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,318444enter,osweb,1.3.8,enter,k,enter,enter,5689,1912,5689,3725,2,legacy,1599114745836,1024,2,48000,-16,6,experiment,1,odd,300211,28,300713,305718,179458,292528,156603,292527,156602,28,28,305718,179458,311411,183186,311412,183187,1942,292528,156603,293811,157885,295094,159169,296377,160451,297645,161735,298928,163019,,164285,MemorySpan_1,0,122410,114,yes,1024
6,3,9,9,3000,6,5,4,w,500,750,0,0,1074,1074,black,no,legacy,legacy,legacy,0,numbers,uniform,,132,0,18,0,51,69,8,9,51,69,8,9,0,0,51,69,0,51,69,8,9,8,9,0,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,Thu Sep 03 2020 08:32:17 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,9639943enter,osweb,1.3.8,enter,k,enter,enter,2218,1912,2218,3725,2,legacy,1599114745836,1024,2,48000,-16,7,experiment,1,odd,319846,28,320363,329871,179458,311426,156603,311425,156602,28,28,329871,179458,332096,183186,332097,183187,1942,311426,156603,312696,157885,313962,159169,315246,160451,316529,161735,317812,163019,319079,164285,MemorySpan_1,0,130998,122,yes,1024
9,6,1,8,3000,5,3,4,w,500,750,0,0,1049,1049,black,no,legacy,legacy,legacy,0,numbers,uniform,,139,0,19,0,59,69,9,9,59,69,9,9,0,0,59,69,0,59,69,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Thu Sep 03 2020 08:32:17 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,9618534enter,osweb,1.3.8,enter,k,enter,enter,1961,1912,1961,3725,2,legacy,1599114745836,1024,2,48000,-16,7,experiment,1,odd,340531,28,341048,347605,179458,332115,156603,332115,156602,28,28,347605,179458,349581,183186,349581,183187,1942,332115,156603,333396,157885,334664,159169,335947,160451,337214,161735,338496,163019,339764,164285,MemorySpan_1,0,136377,130,yes,1024
v,j,y,w,3000,w,w,w,w,500,750,0,0,607,607,black,no,legacy,legacy,legacy,0,letters,uniform,,6,0,0,0,,3,,0,,3,,0,0,0,,3,0,,3,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Thu Sep 03 2020 08:32:13 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,vjyenter,osweb,1.3.8,enter,space,,enter,901,6819,,901,2,legacy,1599114765582,1024,2,48000,-16,3,experiment,0,even,12291,42,12816,,17437,,6899,,6899,42,42,,17437,,18342,,18343,6863,,6899,,8175,,9458,,,,,,,,,MemorySpan_1,0,2426,4,yes,1024
z,v,y,w,3000,w,w,w,w,500,750,0,0,678,678,black,no,legacy,legacy,legacy,0,letters,uniform,,13,0,1,0,,7,,1,,7,,1,0,0,,7,0,,7,,1,,1,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,Thu Sep 03 2020 08:32:13 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,zvyenter,osweb,1.3.8,enter,space,,enter,840,6819,,840,2,legacy,1599114765582,1024,2,48000,-16,3,experiment,0,even,23775,42,24293,,29558,,18379,,18378,42,42,,29558,,30409,,30410,6863,,18379,,19659,,20942,,,,,,,,,MemorySpan_1,0,5421,8,yes,1024
z,x,m,y,3000,w,w,w,w,500,750,0,0,801,801,black,no,legacy,legacy,legacy,0,letters,uniform,,20,0,2,0,,12,,2,,12,,2,0,0,,12,0,,12,,2,,2,0,,2,,2,,2,,2,,2,,2,,2,,2,,2,Thu Sep 03 2020 08:32:13 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,zxmyenter,osweb,1.3.8,enter,space,,enter,1932,6819,,1932,2,legacy,1599114765582,1024,2,48000,-16,4,experiment,0,even,36609,42,37111,,43292,,30443,,30443,42,42,,43292,,45227,,45228,6863,,30443,,31727,,33009,,34293,,,,,,,MemorySpan_1,0,10409,13,yes,1024
t,q,t,f,3000,w,w,w,w,500,750,0,0,702,702,black,no,legacy,legacy,legacy,0,letters,uniform,,27,0,3,0,,17,,3,,17,,3,0,0,,17,0,,17,,3,,3,0,,3,,3,,3,,3,,3,,3,,3,,3,,3,Thu Sep 03 2020 08:32:13 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,tqtfenter,osweb,1.3.8,enter,space,,enter,604,6819,,604,2,legacy,1599114765582,1024,2,48000,-16,4,experiment,0,even,51428,42,51944,,56694,,45263,,45263,42,42,,56694,,57311,,57312,6863,,45263,,46544,,47827,,49110,,,,,,,MemorySpan_1,0,12627,18,yes,1024
d,y,v,f,3000,x,w,w,w,500,750,0,0,734,734,black,no,legacy,legacy,legacy,0,letters,uniform,,34,0,4,0,,28,,4,,28,,4,0,0,,28,0,,28,,4,,4,0,,4,,4,,4,,4,,4,,4,,4,,4,,4,Thu Sep 03 2020 08:32:13 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,dyvxfenter,osweb,1.3.8,enter,space,,enter,2805,6819,,2805,2,legacy,1599114765582,1024,2,48000,-16,5,experiment,0,even,64262,42,64779,,73894,,57344,,57344,42,42,,73894,,76713,,76713,6863,,57344,,58628,,59911,,61195,,62462,,,,,MemorySpan_1,0,21296,29,yes,1024
i,m,v,t,3000,k,w,w,w,500,750,0,0,728,728,black,no,legacy,legacy,legacy,0,letters,uniform,,41,0,5,0,,34,,5,,34,,5,0,0,,34,0,,34,,5,,5,0,,5,,5,,5,,5,,5,,5,,5,,5,,5,Thu Sep 03 2020 08:32:13 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,ymvtkenter,osweb,1.3.8,enter,space,,enter,808,6819,,808,2,legacy,1599114765582,1024,2,48000,-16,5,experiment,0,even,83679,42,84181,,90695,,76749,,76749,42,42,,90695,,91513,,91514,6863,,76749,,78030,,79313,,80596,,81879,,,,,MemorySpan_1,0,25466,35,yes,1024
g,r,y,p,3000,y,r,w,w,500,750,0,0,702,702,black,no,legacy,legacy,legacy,0,letters,uniform,,48,0,6,0,,41,,6,,41,,6,0,0,,41,0,,41,,6,,6,0,,6,,6,,6,,6,,6,,6,,6,,6,,6,Thu Sep 03 2020 08:32:13 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,grypyrenter,osweb,1.3.8,enter,space,,enter,1643,6819,,1643,2,legacy,1599114765582,1024,2,48000,-16,6,experiment,0,even,99230,42,99748,,105333,,91550,,91549,42,42,,105333,,106980,,106981,6863,,91549,,92814,,94097,,95380,,96664,,97948,,,MemorySpan_1,0,29490,42,yes,1024
i,m,u,u,3000,e,r,w,w,500,750,0,0,664,664,black,no,legacy,legacy,legacy,0,letters,uniform,,55,0,7,0,,48,,7,,48,,7,0,0,,48,0,,48,,7,,7,0,,7,,7,,7,,7,,7,,7,,7,,7,,7,Thu Sep 03 2020 08:32:13 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,imuueventer,osweb,1.3.8,enter,space,,enter,474,6819,,474,2,legacy,1599114765582,1024,2,48000,-16,6,experiment,0,even,114682,42,115199,,120931,,107021,,107020,42,42,,120931,,121415,,121416,6863,,107021,,108297,,109564,,110832,,112115,,113398,,,MemorySpan_1,0,32530,49,yes,1024
v,e,z,g,3000,s,q,l,w,500,750,0,0,671,671,black,no,legacy,legacy,legacy,0,letters,uniform,,62,0,8,0,,56,,8,,56,,8,0,0,,56,0,,56,,8,,8,0,,8,,8,,8,,8,,8,,8,,8,,8,,8,Thu Sep 03 2020 08:32:13 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,viquelsenter,osweb,1.3.8,enter,space,,enter,449,6819,,449,2,legacy,1599114765582,1024,2,48000,-16,7,experiment,0,even,129899,42,130417,,138898,,121447,,121447,42,42,,138898,,139348,,139349,6863,,121447,,122716,,123999,,125283,,126567,,127849,,129133,MemorySpan_1,0,38264,57,yes,1024
u,p,t,x,3000,i,p,f,w,500,750,0,0,704,704,black,no,legacy,legacy,legacy,0,letters,uniform,,69,0,9,0,,64,,9,,64,,9,0,0,,64,0,,64,,9,,9,0,,9,,9,,9,,9,,9,,9,,9,,9,,9,Thu Sep 03 2020 08:32:13 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,quiptkxenter,osweb,1.3.8,enter,space,,enter,569,6819,,569,2,legacy,1599114765582,1024,2,48000,-16,7,experiment,0,even,147850,42,148368,,158500,,139392,,139392,42,42,,158501,,159085,,159086,6863,,139392,,140667,,141950,,143234,,144517,,145800,,147085,MemorySpan_1,0,45741,65,yes,1024
3,9,5,w,3000,w,w,w,w,500,750,0,0,679,679,black,no,legacy,legacy,legacy,0,numbers,uniform,,76,0,10,0,3,64,0,9,3,64,0,9,0,0,3,64,0,3,64,0,9,0,9,0,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,Thu Sep 03 2020 08:32:13 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,395enter,osweb,1.3.8,enter,space,enter,enter,430,6819,430,569,2,legacy,1599114765582,1024,2,48000,-16,3,experiment,0,even,164501,42,165019,168817,158500,159129,139392,159129,139392,42,42,168817,158501,169251,159085,169252,159086,6863,159129,139392,160402,140667,161684,141950,,143234,,144517,,145800,,147085,MemorySpan_1,0,46865,69,yes,1024
1,8,3,w,3000,w,w,w,w,500,750,0,0,663,663,black,no,legacy,legacy,legacy,0,numbers,uniform,,83,0,11,0,7,64,1,9,7,64,1,9,0,0,7,64,0,7,64,1,9,1,9,0,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,Thu Sep 03 2020 08:32:13 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,183enter,osweb,1.3.8,enter,space,enter,enter,478,6819,478,569,2,legacy,1599114765582,1024,2,48000,-16,3,experiment,0,even,174686,42,175203,179317,158500,169297,139392,169296,139392,42,42,179317,158501,179803,159085,179804,159086,6863,169297,139392,170569,140667,171853,141950,,143234,,144517,,145800,,147085,MemorySpan_1,0,48372,73,yes,1024
6,5,5,4,3000,w,w,w,w,500,750,0,0,644,644,black,no,legacy,legacy,legacy,0,numbers,uniform,,90,0,12,0,12,64,2,9,12,64,2,9,0,0,12,64,0,12,64,2,9,2,9,0,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,Thu Sep 03 2020 08:32:13 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,6554enter,osweb,1.3.8,enter,space,enter,enter,495,6819,495,569,2,legacy,1599114765582,1024,2,48000,-16,4,experiment,0,even,186003,42,186520,190986,158500,179839,139392,179839,139392,42,42,190986,158501,191486,159085,191487,159086,6863,179839,139392,181120,140667,182403,141950,183686,143234,,144517,,145800,,147085,MemorySpan_1,0,50193,78,yes,1024
5,5,5,1,3000,w,w,w,w,500,750,0,0,624,624,black,no,legacy,legacy,legacy,0,numbers,uniform,,97,0,13,0,17,64,3,9,17,64,3,9,0,0,17,64,0,17,64,3,9,3,9,0,3,9,3,9,3,9,3,9,3,9,3,9,3,9,3,9,3,9,Thu Sep 03 2020 08:32:13 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,5551enter,osweb,1.3.8,enter,space,enter,enter,488,6819,488,569,2,legacy,1599114765582,1024,2,48000,-16,4,experiment,0,even,197688,42,198204,202435,158500,191527,139392,191526,139392,42,42,202435,158501,202938,159085,202939,159086,6863,191527,139392,192804,140667,194087,141950,195371,143234,,144517,,145800,,147085,MemorySpan_1,0,51786,83,yes,1024
5,2,4,1,3000,2,w,w,w,500,750,0,0,621,621,black,no,legacy,legacy,legacy,0,numbers,uniform,,104,0,14,0,23,64,4,9,23,64,4,9,0,0,23,64,0,23,64,4,9,4,9,0,4,9,4,9,4,9,4,9,4,9,4,9,4,9,4,9,4,9,Thu Sep 03 2020 08:32:13 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,52412enter,osweb,1.3.8,enter,space,enter,enter,140,6819,140,569,2,legacy,1599114765582,1024,2,48000,-16,5,experiment,0,even,209889,42,210409,216886,158500,202970,139392,202969,139392,42,42,216886,158501,217039,159085,217040,159086,6863,202970,139392,204239,140667,205522,141950,206805,143234,208088,144517,,145800,,147085,MemorySpan_1,0,55272,89,yes,1024
