A,B,C,D,DotDur,E,F,G,H,ISIdur,NumDur,acc,accuracy,average_response_time,avg_rt,background,bidi,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,count_ISI,count_digit_loop_1,count_dot,count_experiment,count_get_input_digits,count_get_input_letters,count_get_input_loop_1,count_get_input_loop_2,count_get_input_sequence_1,count_get_input_sequence_2,count_init_1,count_init_2,count_intro_1,count_letter_loop_1,count_number_input_1,count_number_input_2,count_osweb,count_process_input_1,count_process_input_2,count_report_1,count_report_2,count_response_logger_1,count_response_logger_2,count_set_time_vars,count_stimA_1,count_stimA_2,count_stimB_1,count_stimB_2,count_stimC_1,count_stimC_2,count_stimD_1,count_stimD_2,count_stimE_1,count_stimE_2,count_stimF_1,count_stimF_2,count_stimG_1,count_stimG_2,count_stimH_1,count_stimH_2,count_trial_sequence_1,count_trial_sequence_2,datetime,description,disable_garbage_collection,empty_column,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,mouse_backend,multichar_response,opensesame_codename,opensesame_version,response,response_intro_1,response_number_input_1,response_number_input_2,response_time,response_time_intro_1,response_time_number_input_1,response_time_number_input_2,round_decimals,sampler_backend,sessionid,sound_buf_size,sound_channels,sound_freq,sound_sample_size,span,start,subject_nr,subject_parity,time_ISI,time_digit_loop_1,time_dot,time_get_input_digits,time_get_input_letters,time_get_input_loop_1,time_get_input_loop_2,time_init_1,time_init_2,time_intro_1,time_letter_loop_1,time_number_input_1,time_number_input_2,time_process_input_1,time_process_input_2,time_response_logger_1,time_response_logger_2,time_set_time_vars,time_stimA_1,time_stimA_2,time_stimB_1,time_stimB_2,time_stimC_1,time_stimC_2,time_stimD_1,time_stimD_2,time_stimE_1,time_stimE_2,time_stimF_1,time_stimF_2,time_stimG_1,time_stimG_2,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
5,5,5,1,3000,w,w,w,w,500,750,0,0,592,592,black,no,legacy,legacy,legacy,0,numbers,uniform,,97,0,13,0,17,59,3,9,17,59,3,9,0,0,17,59,0,17,59,3,9,3,9,0,3,9,3,9,3,9,3,9,3,9,3,9,3,9,3,9,3,9,Thu Sep 03 2020 10:24:59 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,5551enter,osweb,1.3.8,enter,enter,enter,enter,366,8406,366,3177,2,legacy,1599121486731,1024,2,48000,-16,4,experiment,1,odd,192665,91,193176,197974,149107,186510,129347,186509,129347,90,91,197974,149107,198363,152296,198364,152298,8497,186510,129347,187793,130631,189070,131915,190346,133208,,134485,,135753,,137038,MemorySpan_1,0,46178,78,yes,1024
5,2,4,1,3000,2,w,w,w,500,750,0,0,580,580,black,no,legacy,legacy,legacy,0,numbers,uniform,,104,0,14,0,27,59,4,9,27,59,4,9,0,0,27,59,0,27,59,4,9,4,9,0,4,9,4,9,4,9,4,9,4,9,4,9,4,9,4,9,4,9,Thu Sep 03 2020 10:24:59 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,52412enter,osweb,1.3.8,enter,enter,enter,enter,575,8406,575,3177,2,legacy,1599121486731,1024,2,48000,-16,5,experiment,1,odd,205279,91,205802,213258,149107,198383,129347,198383,129347,90,91,213258,149107,213837,152296,213838,152298,8497,198383,129347,199657,130631,200941,131915,202209,133208,203494,134485,,135753,,137038,MemorySpan_1,0,50997,88,yes,1024
2,9,6,4,3000,6,w,w,w,500,750,0,0,576,576,black,no,legacy,legacy,legacy,0,numbers,uniform,,111,0,15,0,33,59,5,9,33,59,5,9,0,0,33,59,0,33,59,5,9,5,9,0,5,9,5,9,5,9,5,9,5,9,5,9,5,9,5,9,5,9,Thu Sep 03 2020 10:24:59 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,29646enter,osweb,1.3.8,enter,enter,enter,enter,626,8406,626,3177,2,legacy,1599121486731,1024,2,48000,-16,5,experiment,1,odd,220779,91,221298,226981,149107,213857,129347,213856,129347,90,91,226981,149107,227607,152296,227608,152298,8497,213857,129347,215140,130631,216425,131915,217710,133208,218994,134485,,135753,,137038,MemorySpan_1,0,54179,94,yes,1024
4,3,3,6,3000,4,5,w,w,500,750,0,0,584,584,black,no,legacy,legacy,legacy,0,numbers,uniform,,118,0,16,0,46,59,6,9,46,59,6,9,0,0,46,59,0,46,59,6,9,6,9,0,6,9,6,9,6,9,6,9,6,9,6,9,6,9,6,9,6,9,Thu Sep 03 2020 10:24:59 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,433649enter,osweb,1.3.8,enter,enter,enter,enter,601,8406,601,3177,2,legacy,1599121486731,1024,2,48000,-16,6,experiment,1,odd,235329,91,235847,246818,149107,227627,129347,227627,129347,90,91,246818,149107,247426,152296,247426,152298,8497,227627,129347,228905,130631,230190,131915,231485,133208,232760,134485,234044,135753,,137038,MemorySpan_1,0,62461,107,yes,1024
3,1,8,4,3000,4,4,w,w,500,750,0,0,584,584,black,no,legacy,legacy,legacy,0,numbers,uniform,,125,0,17,0,53,59,7,9,53,59,7,9,0,0,53,59,0,53,59,7,9,7,9,0,7,9,7,9,7,9,7,9,7,9,7,9,7,9,7,9,7,9,Thu Sep 03 2020 10:24:59 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,316444enter,osweb,1.3.8,enter,enter,enter,enter,534,8406,534,3177,2,legacy,1599121486731,1024,2,48000,-16,6,experiment,1,odd,255134,91,255652,262385,149107,247447,129347,247447,129347,90,91,262386,149107,262934,152296,262935,152298,8497,247447,129347,248711,130631,249995,131915,251280,133208,252565,134485,253849,135753,,137038,MemorySpan_1,0,66590,114,yes,1024
6,3,9,9,3000,6,5,4,w,500,750,0,0,595,595,black,no,legacy,legacy,legacy,0,numbers,uniform,,132,0,18,0,61,59,8,9,61,59,8,9,0,0,61,59,0,61,59,8,9,8,9,0,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,Thu Sep 03 2020 10:24:59 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,6399654enter,osweb,1.3.8,enter,enter,enter,enter,971,8406,971,3177,2,legacy,1599121486731,1024,2,48000,-16,7,experiment,1,odd,271402,91,271931,280081,149107,262953,129347,262953,129347,90,91,280082,149107,281072,152296,281072,152298,8497,262953,129347,264228,130631,265512,131915,266797,133208,268082,134485,269367,135753,270635,137038,MemorySpan_1,0,72549,122,yes,1024
9,6,1,8,3000,5,3,4,w,500,750,0,0,611,611,black,no,legacy,legacy,legacy,0,numbers,uniform,,139,0,19,0,68,59,9,9,68,59,9,9,0,0,68,59,0,68,59,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Thu Sep 03 2020 10:24:59 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,698645enter,osweb,1.3.8,enter,enter,enter,enter,1211,8406,1211,3177,2,legacy,1599121486731,1024,2,48000,-16,7,experiment,1,odd,289522,91,290040,298209,149107,281094,129347,281093,129347,90,91,298209,149107,299442,152296,299442,152298,8497,281093,129347,282365,130631,283632,131915,284917,133208,286202,134485,287487,135753,288755,137038,MemorySpan_1,0,78786,129,yes,1024
v,j,y,w,3000,w,w,w,w,500,750,0,0,839,839,black,no,legacy,legacy,legacy,0,letters,uniform,,6,0,0,0,,3,,0,,3,,0,0,0,,3,0,,3,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Thu Sep 03 2020 10:25:03 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,vjyenter,osweb,1.3.8,enter,space,,enter,1340,13855,,1340,2,legacy,1599121488133,1024,2,48000,-16,3,experiment,0,even,19234,33,19742,,24826,,13930,,13928,33,33,,24826,,26173,,26174,13899,,13929,,15188,,16441,,,,,,,,,MemorySpan_1,0,3355,4,yes,1024
z,v,y,w,3000,w,w,w,w,500,750,0,0,807,807,black,no,legacy,legacy,legacy,0,letters,uniform,,13,0,1,0,,7,,1,,7,,1,0,0,,7,0,,7,,1,,1,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,Thu Sep 03 2020 10:25:03 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,zvyenter,osweb,1.3.8,enter,space,,enter,1023,13855,,1023,2,legacy,1599121488133,1024,2,48000,-16,3,experiment,0,even,31524,33,32026,,37166,,26196,,26196,33,33,,37166,,38196,,38197,13899,,26196,,27462,,28733,,,,,,,,,MemorySpan_1,0,6454,8,yes,1024
z,x,m,y,3000,w,w,w,w,500,750,0,0,756,756,black,no,legacy,legacy,legacy,0,letters,uniform,,20,0,2,0,,12,,2,,12,,2,0,0,,12,0,,12,,2,,2,0,,2,,2,,2,,2,,2,,2,,2,,2,,2,Thu Sep 03 2020 10:25:03 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,zxmyenter,osweb,1.3.8,enter,space,,enter,1432,13855,,1432,2,legacy,1599121488133,1024,2,48000,-16,4,experiment,0,even,44282,33,44801,,49806,,38217,,38216,33,33,,49806,,51255,,51256,13899,,38217,,39484,,40737,,42009,,,,,,,MemorySpan_1,0,9828,13,yes,1024
t,q,t,f,3000,w,w,w,w,500,750,0,0,761,761,black,no,legacy,legacy,legacy,0,letters,uniform,,27,0,3,0,,17,,3,,17,,3,0,0,,17,0,,17,,3,,3,0,,3,,3,,3,,3,,3,,3,,3,,3,,3,Thu Sep 03 2020 10:25:03 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,tqtfenter,osweb,1.3.8,enter,space,,enter,1409,13855,,1409,2,legacy,1599121488133,1024,2,48000,-16,4,experiment,0,even,57341,33,57860,,63401,,51276,,51276,33,33,,63401,,64815,,64815,13899,,51276,,52542,,53797,,55051,,,,,,,MemorySpan_1,0,13693,18,yes,1024
d,y,v,f,3000,x,w,w,w,500,750,0,0,726,726,black,no,legacy,legacy,legacy,0,letters,uniform,,34,0,4,0,,23,,4,,23,,4,0,0,,23,0,,23,,4,,4,0,,4,,4,,4,,4,,4,,4,,4,,4,,4,Thu Sep 03 2020 10:25:03 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,dyvfxenter,osweb,1.3.8,enter,space,,enter,1177,13855,,1177,2,legacy,1599121488133,1024,2,48000,-16,5,experiment,0,even,71622,33,72141,,77763,,64837,,64837,33,33,,77763,,78944,,78945,13899,,64837,,66104,,67358,,68611,,69867,,,,,MemorySpan_1,0,17418,24,yes,1024
i,m,v,t,3000,k,w,w,w,500,750,0,0,735,735,black,no,legacy,legacy,legacy,0,letters,uniform,,41,0,5,0,,29,,5,,29,,5,0,0,,29,0,,29,,5,,5,0,,5,,5,,5,,5,,5,,5,,5,,5,,5,Thu Sep 03 2020 10:25:03 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,imvtkenter,osweb,1.3.8,enter,space,,enter,1244,13855,,1244,2,legacy,1599121488133,1024,2,48000,-16,5,experiment,0,even,85768,33,86270,,92764,,78966,,78965,33,33,,92764,,94011,,94012,13899,,78966,,80234,,81504,,82757,,84012,,,,,MemorySpan_1,0,22050,30,yes,1024
g,r,y,p,3000,y,r,w,w,500,750,0,0,703,703,black,no,legacy,legacy,legacy,0,letters,uniform,,48,0,6,0,,36,,6,,36,,6,0,0,,36,0,,36,,6,,6,0,,6,,6,,6,,6,,6,,6,,6,,6,,6,Thu Sep 03 2020 10:25:03 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,grypyrenter,osweb,1.3.8,enter,space,,enter,1285,13855,,1285,2,legacy,1599121488133,1024,2,48000,-16,6,experiment,0,even,101586,33,102105,,107877,,94032,,94031,33,33,,107877,,109176,,109176,13899,,94032,,95315,,96569,,97823,,99077,,100330,,,MemorySpan_1,0,25994,37,yes,1024
i,m,u,u,3000,e,r,w,w,500,750,0,0,700,700,black,no,legacy,legacy,legacy,0,letters,uniform,,55,0,7,0,,43,,7,,43,,7,0,0,,43,0,,43,,7,,7,0,,7,,7,,7,,7,,7,,7,,7,,7,,7,Thu Sep 03 2020 10:25:03 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,imuuerenter,osweb,1.3.8,enter,space,,enter,676,13855,,676,2,legacy,1599121488133,1024,2,48000,-16,6,experiment,0,even,116752,33,117271,,124483,,109199,,109198,33,33,,124483,,125162,,125162,13899,,109199,,110465,,111719,,112974,,114243,,115498,,,MemorySpan_1,0,30786,44,yes,1024
v,e,z,g,3000,s,q,l,w,500,750,0,0,753,753,black,no,legacy,legacy,legacy,0,letters,uniform,,62,0,8,0,,51,,8,,51,,8,0,0,,51,0,,51,,8,,8,0,,8,,8,,8,,8,,8,,8,,8,,8,,8,Thu Sep 03 2020 10:25:03 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,vezgsqlenter,osweb,1.3.8,enter,space,,enter,4582,13855,,4582,2,legacy,1599121488133,1024,2,48000,-16,7,experiment,0,even,133490,33,133992,,140918,,125182,,125182,33,33,,140918,,145510,,145512,13899,,125182,,126451,,127720,,128974,,130228,,131482,,132737,MemorySpan_1,0,39177,52,yes,1024
u,p,t,x,3000,i,p,f,w,500,750,0,0,720,720,black,no,legacy,legacy,legacy,0,letters,uniform,,69,0,9,0,,59,,9,,59,,9,0,0,,59,0,,59,,9,,9,0,,9,,9,,9,,9,,9,,9,,9,,9,,9,Thu Sep 03 2020 10:25:03 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,uptxipfenter,osweb,1.3.8,enter,space,,enter,1433,13855,,1433,2,legacy,1599121488133,1024,2,48000,-16,7,experiment,0,even,153840,33,154358,,160065,,145535,,145534,33,33,,160065,,161513,,161514,13899,,145535,,146800,,148053,,149307,,150561,,151815,,153086,MemorySpan_1,0,43210,60,yes,1024
3,9,5,w,3000,w,w,w,w,500,750,0,0,744,744,black,no,legacy,legacy,legacy,0,numbers,uniform,,76,0,10,0,3,59,0,9,3,59,0,9,0,0,3,59,0,3,59,0,9,0,9,0,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,Thu Sep 03 2020 10:25:03 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,395enter,osweb,1.3.8,enter,space,enter,enter,2617,13855,2617,1433,2,legacy,1599121488133,1024,2,48000,-16,3,experiment,0,even,166849,33,167366,172220,160065,161534,145535,161534,145534,33,33,172220,160065,174840,161513,174841,161514,13899,161534,145535,162802,146800,164056,148053,,149307,,150561,,151815,,153086,MemorySpan_1,0,47628,64,yes,1024
1,8,3,w,3000,w,w,w,w,500,750,0,0,741,741,black,no,legacy,legacy,legacy,0,numbers,uniform,,83,0,11,0,7,59,1,9,7,59,1,9,0,0,7,59,0,7,59,1,9,1,9,0,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,Thu Sep 03 2020 10:25:03 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,183enter,osweb,1.3.8,enter,space,enter,enter,758,13855,758,1433,2,legacy,1599121488133,1024,2,48000,-16,3,experiment,0,even,180142,33,180644,185732,160065,174861,145535,174860,145534,33,33,185732,160065,186494,161513,186494,161514,13899,174861,145535,176128,146800,177382,148053,,149307,,150561,,151815,,153086,MemorySpan_1,0,50418,68,yes,1024
6,5,5,4,3000,w,w,w,w,500,750,0,0,749,749,black,no,legacy,legacy,legacy,0,numbers,uniform,,90,0,12,0,12,59,2,9,12,59,2,9,0,0,12,59,0,12,59,2,9,2,9,0,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,Thu Sep 03 2020 10:25:03 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,6554enter,osweb,1.3.8,enter,space,enter,enter,3009,13855,3009,1433,2,legacy,1599121488133,1024,2,48000,-16,4,experiment,0,even,192565,33,193067,197370,160065,186515,145535,186515,145534,33,33,197370,160065,200390,161513,200391,161514,13899,186515,145535,187784,146800,189036,148053,190308,149307,,150561,,151815,,153086,MemorySpan_1,0,54646,73,yes,1024
5,5,5,1,3000,w,w,w,w,500,750,0,0,735,735,black,no,legacy,legacy,legacy,0,numbers,uniform,,97,0,13,0,17,59,3,9,17,59,3,9,0,0,17,59,0,17,59,3,9,3,9,0,3,9,3,9,3,9,3,9,3,9,3,9,3,9,3,9,3,9,Thu Sep 03 2020 10:25:03 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,5551enter,osweb,1.3.8,enter,space,enter,enter,877,13855,877,1433,2,legacy,1599121488133,1024,2,48000,-16,4,experiment,0,even,206478,33,206996,211836,160065,200413,145535,200412,145534,33,33,211836,160065,212715,161513,212715,161514,13899,200413,145535,201678,146800,202949,148053,204203,149307,,150561,,151815,,153086,MemorySpan_1,0,57301,78,yes,1024
5,2,4,1,3000,2,w,w,w,500,750,0,0,708,708,black,no,legacy,legacy,legacy,0,numbers,uniform,,104,0,14,0,23,59,4,9,23,59,4,9,0,0,23,59,0,23,59,4,9,4,9,0,4,9,4,9,4,9,4,9,4,9,4,9,4,9,4,9,4,9,Thu Sep 03 2020 10:25:03 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,52412enter,osweb,1.3.8,enter,space,enter,enter,753,13855,753,1433,2,legacy,1599121488133,1024,2,48000,-16,5,experiment,0,even,219552,33,220058,224575,160065,212735,145535,212735,145534,33,33,224575,160065,225338,161513,225338,161514,13899,212735,145535,214001,146800,215255,148053,216511,149307,217797,150561,,151815,,153086,MemorySpan_1,0,59506,84,yes,1024
2,9,6,4,3000,6,w,w,w,500,750,0,0,701,701,black,no,legacy,legacy,legacy,0,numbers,uniform,,111,0,15,0,29,59,5,9,29,59,5,9,0,0,29,59,0,29,59,5,9,5,9,0,5,9,5,9,5,9,5,9,5,9,5,9,5,9,5,9,5,9,Thu Sep 03 2020 10:25:03 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,29646enter,osweb,1.3.8,enter,space,enter,enter,1596,13855,1596,1433,2,legacy,1599121488133,1024,2,48000,-16,5,experiment,0,even,232161,33,232681,237801,160065,225358,145535,225357,145534,33,33,237801,160065,239401,161513,239401,161514,13899,225358,145535,226627,146800,227881,148053,229135,149307,230406,150561,,151815,,153086,MemorySpan_1,0,63121,90,yes,1024
4,3,3,6,3000,4,5,w,w,500,750,0,0,689,689,black,no,legacy,legacy,legacy,0,numbers,uniform,,118,0,16,0,36,59,6,9,36,59,6,9,0,0,36,59,0,36,59,6,9,6,9,0,6,9,6,9,6,9,6,9,6,9,6,9,6,9,6,9,6,9,Thu Sep 03 2020 10:25:03 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,433645enter,osweb,1.3.8,enter,space,enter,enter,995,13855,995,1433,2,legacy,1599121488133,1024,2,48000,-16,6,experiment,0,even,246975,33,247477,253319,160065,239421,145535,239420,145534,33,33,253319,160065,254315,161513,254316,161514,13899,239421,145535,240689,146800,241959,148053,243213,149307,244467,150561,245721,151815,,153086,MemorySpan_1,0,66848,97,yes,1024
3,1,8,4,3000,4,4,w,w,500,750,0,0,678,678,black,no,legacy,legacy,legacy,0,numbers,uniform,,125,0,17,0,43,59,7,9,43,59,7,9,0,0,43,59,0,43,59,7,9,7,9,0,7,9,7,9,7,9,7,9,7,9,7,9,7,9,7,9,7,9,Thu Sep 03 2020 10:25:03 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,318444enter,osweb,1.3.8,enter,space,enter,enter,1324,13855,1324,1433,2,legacy,1599121488133,1024,2,48000,-16,6,experiment,0,even,261890,33,262394,267832,160065,254337,145535,254336,145534,33,33,267833,160065,269164,161513,269165,161514,13899,254337,145535,255603,146800,256857,148053,258112,149307,259367,150561,260637,151815,,153086,MemorySpan_1,0,70499,104,yes,1024
6,3,9,9,3000,6,5,4,w,500,750,0,0,679,679,black,no,legacy,legacy,legacy,0,numbers,uniform,,132,0,18,0,51,59,8,9,51,59,8,9,0,0,51,59,0,51,59,8,9,8,9,0,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,Thu Sep 03 2020 10:25:03 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,6399654enter,osweb,1.3.8,enter,space,enter,enter,2750,13855,2750,1433,2,legacy,1599121488133,1024,2,48000,-16,7,experiment,0,even,277508,33,278010,283936,160065,269184,145535,269183,145534,33,33,283936,160065,286687,161513,286687,161514,13899,269184,145535,270470,146800,271724,148053,272994,149307,274249,150561,275501,151815,276756,153086,MemorySpan_1,0,76041,112,yes,1024
9,6,1,8,3000,5,3,4,w,500,750,0,0,672,672,black,no,legacy,legacy,legacy,0,numbers,uniform,,139,0,19,0,59,59,9,9,59,59,9,9,0,0,59,59,0,59,59,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Thu Sep 03 2020 10:25:03 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,9618534enter,osweb,1.3.8,enter,space,enter,enter,1631,13855,1631,1433,2,legacy,1599121488133,1024,2,48000,-16,7,experiment,0,even,295016,33,295536,301595,160065,286707,145535,286706,145534,33,33,301595,160065,303241,161513,303242,161514,13899,286707,145535,287975,146800,289231,148053,290485,149307,291755,150561,293010,151815,294263,153086,MemorySpan_1,0,80600,120,yes,1024
v,j,y,w,3000,w,w,w,w,500,750,0,0,1211,1211,black,no,legacy,legacy,legacy,0,letters,uniform,,6,0,0,0,,3,,0,,3,,0,0,0,,3,0,,3,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Thu Sep 03 2020 10:23:34 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,vjyenter,osweb,1.3.8,enter,space,,enter,887,90657,,887,2,legacy,1599121409498,1024,2,48000,-16,3,experiment,0,even,96119,36,96641,,103648,,90735,,90734,35,36,,103648,,104543,,104544,90705,,90735,,92008,,93289,,,,,,,,,MemorySpan_1,0,4843,4,yes,1024
z,v,y,w,3000,w,w,w,w,500,750,0,0,790,790,black,no,legacy,legacy,legacy,0,letters,uniform,,13,0,1,0,,7,,1,,7,,1,0,0,,7,0,,7,,1,,1,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,Thu Sep 03 2020 10:23:34 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,zvyenter,osweb,1.3.8,enter,space,,enter,310,90657,,310,2,legacy,1599121409498,1024,2,48000,-16,3,experiment,0,even,109952,36,110468,,114704,,104566,,104566,35,36,,114704,,115028,,115029,90705,,104566,,105841,,107122,,,,,,,,,MemorySpan_1,0,6320,8,yes,1024
z,x,m,y,3000,w,w,w,w,500,750,0,0,659,659,black,no,legacy,legacy,legacy,0,letters,uniform,,20,0,2,0,,12,,2,,12,,2,0,0,,12,0,,12,,2,,2,0,,2,,2,,2,,2,,2,,2,,2,,2,,2,Thu Sep 03 2020 10:23:34 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,zxmyenter,osweb,1.3.8,enter,space,,enter,277,90657,,277,2,legacy,1599121409498,1024,2,48000,-16,4,experiment,0,even,121189,36,121704,,126754,,115048,,115048,35,36,,126754,,127031,,127032,90705,,115048,,116328,,117609,,118891,,,,,,,MemorySpan_1,0,8563,13,yes,1024
t,q,t,f,3000,w,w,w,w,500,750,0,0,620,620,black,no,legacy,legacy,legacy,0,letters,uniform,,27,0,3,0,,17,,3,,17,,3,0,0,,17,0,,17,,3,,3,0,,3,,3,,3,,3,,3,,3,,3,,3,,3,Thu Sep 03 2020 10:23:34 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,tqtfenter,osweb,1.3.8,enter,space,,enter,452,90657,,452,2,legacy,1599121409498,1024,2,48000,-16,4,experiment,0,even,133208,36,133723,,138956,,127052,,127052,35,36,,138956,,139416,,139416,90705,,127052,,128329,,129612,,130893,,,,,,,MemorySpan_1,0,11165,18,yes,1024
