A,B,C,D,DotDur,E,F,G,H,ISIdur,NumDur,acc,accuracy,average_response_time,avg_rt,background,bidi,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,count_ISI,count_digit_loop_1,count_dot,count_experiment,count_get_input_digits,count_get_input_letters,count_get_input_loop_1,count_get_input_loop_2,count_get_input_sequence_1,count_get_input_sequence_2,count_init_1,count_init_2,count_intro_1,count_letter_loop_1,count_number_input_1,count_number_input_2,count_osweb,count_process_input_1,count_process_input_2,count_report_1,count_report_2,count_response_logger_1,count_response_logger_2,count_set_time_vars,count_stimA_1,count_stimA_2,count_stimB_1,count_stimB_2,count_stimC_1,count_stimC_2,count_stimD_1,count_stimD_2,count_stimE_1,count_stimE_2,count_stimF_1,count_stimF_2,count_stimG_1,count_stimG_2,count_stimH_1,count_stimH_2,count_trial_sequence_1,count_trial_sequence_2,datetime,description,disable_garbage_collection,empty_column,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,mouse_backend,multichar_response,opensesame_codename,opensesame_version,response,response_intro_1,response_number_input_1,response_number_input_2,response_time,response_time_intro_1,response_time_number_input_1,response_time_number_input_2,round_decimals,sampler_backend,sessionid,sound_buf_size,sound_channels,sound_freq,sound_sample_size,span,start,subject_nr,subject_parity,time_ISI,time_digit_loop_1,time_dot,time_get_input_digits,time_get_input_letters,time_get_input_loop_1,time_get_input_loop_2,time_init_1,time_init_2,time_intro_1,time_letter_loop_1,time_number_input_1,time_number_input_2,time_process_input_1,time_process_input_2,time_response_logger_1,time_response_logger_2,time_set_time_vars,time_stimA_1,time_stimA_2,time_stimB_1,time_stimB_2,time_stimC_1,time_stimC_2,time_stimD_1,time_stimD_2,time_stimE_1,time_stimE_2,time_stimF_1,time_stimF_2,time_stimG_1,time_stimG_2,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
v,j,y,w,3000,w,w,w,w,500,750,0,0,476,476,black,no,legacy,legacy,legacy,0,letters,uniform,,6,0,0,0,,3,,0,,3,,0,0,0,,3,0,,3,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Thu Sep 03 2020 10:24:57 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,vjyenter,osweb,1.3.8,enter,space,,enter,512,2735,,512,2,legacy,1599121559172,1024,2,48000,-16,3,experiment,1,odd,8198,40,8718,,13199,,2810,,2809,40,40,,13199,,13726,,13727,2785,,2810,,4084,,5366,,,,,,,,,MemorySpan_1,0,1905,4,yes,1024
z,v,y,w,3000,w,w,w,w,500,750,0,0,552,552,black,no,legacy,legacy,legacy,0,letters,uniform,,13,0,1,0,,7,,1,,7,,1,0,0,,7,0,,7,,1,,1,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,Thu Sep 03 2020 10:24:57 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,zvyenter,osweb,1.3.8,enter,space,,enter,575,2735,,575,2,legacy,1599121559172,1024,2,48000,-16,3,experiment,1,odd,19138,40,19644,,24640,,13749,,13748,40,40,,24640,,25216,,25217,2785,,13749,,15025,,16307,,,,,,,,,MemorySpan_1,0,4419,8,yes,1024
z,x,m,y,3000,w,w,w,w,500,750,0,0,517,517,black,no,legacy,legacy,legacy,0,letters,uniform,,20,0,2,0,,12,,2,,12,,2,0,0,,12,0,,12,,2,,2,0,,2,,2,,2,,2,,2,,2,,2,,2,,2,Thu Sep 03 2020 10:24:57 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,zxmyenter,osweb,1.3.8,enter,space,,enter,592,2735,,592,2,legacy,1599121559172,1024,2,48000,-16,4,experiment,1,odd,31395,40,31912,,36679,,25236,,25235,40,40,,36679,,37273,,37273,2785,,25236,,26516,,27798,,29080,,,,,,,MemorySpan_1,0,6715,13,yes,1024
t,q,t,f,3000,w,w,w,w,500,750,0,0,529,529,black,no,legacy,legacy,legacy,0,letters,uniform,,27,0,3,0,,17,,3,,17,,3,0,0,,17,0,,17,,3,,3,0,,3,,3,,3,,3,,3,,3,,3,,3,,3,Thu Sep 03 2020 10:24:57 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,tqtfenter,osweb,1.3.8,enter,space,,enter,995,2735,,995,2,legacy,1599121559172,1024,2,48000,-16,4,experiment,1,odd,43451,40,43968,,48852,,37296,,37295,40,40,,48852,,49863,,49863,2785,,37296,,38572,,39854,,41137,,,,,,,MemorySpan_1,0,9530,18,yes,1024
d,y,v,f,3000,x,w,w,w,500,750,0,0,618,618,black,no,legacy,legacy,legacy,0,letters,uniform,,34,0,4,0,,23,,4,,23,,4,0,0,,23,0,,23,,4,,4,0,,4,,4,,4,,4,,4,,4,,4,,4,,4,Thu Sep 03 2020 10:24:57 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,dyvxfenter,osweb,1.3.8,enter,space,,enter,1799,2735,,1799,2,legacy,1599121559172,1024,2,48000,-16,5,experiment,1,odd,56807,40,57324,,63940,,49885,,49885,40,40,,63940,,65749,,65750,2785,,49885,,51162,,52444,,53727,,55009,,,,,MemorySpan_1,0,14840,24,yes,1024
i,m,v,t,3000,k,w,w,w,500,750,0,0,686,686,black,no,legacy,legacy,legacy,0,letters,uniform,,41,0,5,0,,29,,5,,29,,5,0,0,,29,0,,29,,5,,5,0,,5,,5,,5,,5,,5,,5,,5,,5,,5,Thu Sep 03 2020 10:24:57 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,dvitmenter,osweb,1.3.8,enter,space,,enter,1425,2735,,1425,2,legacy,1599121559172,1024,2,48000,-16,5,experiment,1,odd,72694,40,73211,,80625,,65769,,65769,40,40,,80625,,82053,,82053,2785,,65769,,67049,,68331,,69613,,70896,,,,,MemorySpan_1,0,20584,30,yes,1024
g,r,y,p,3000,y,r,w,w,500,750,0,0,697,697,black,no,legacy,legacy,legacy,0,letters,uniform,,48,0,6,0,,36,,6,,36,,6,0,0,,36,0,,36,,6,,6,0,,6,,6,,6,,6,,6,,6,,6,,6,,6,Thu Sep 03 2020 10:24:57 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,grypyrenter,osweb,1.3.8,enter,space,,enter,1650,2735,,1650,2,legacy,1599121559172,1024,2,48000,-16,6,experiment,1,odd,89764,40,90280,,96945,,82074,,82073,40,40,,96945,,98606,,98606,2785,,82074,,83352,,84634,,85917,,87199,,88481,,,MemorySpan_1,0,25791,37,yes,1024
i,m,u,u,3000,e,r,w,w,500,750,0,0,679,679,black,no,legacy,legacy,legacy,0,letters,uniform,,55,0,7,0,,43,,7,,43,,7,0,0,,43,0,,43,,7,,7,0,,7,,7,,7,,7,,7,,7,,7,,7,,7,Thu Sep 03 2020 10:24:57 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,imuuerenter,osweb,1.3.8,enter,space,,enter,2098,2735,,2098,2,legacy,1599121559172,1024,2,48000,-16,6,experiment,1,odd,106316,40,106820,,111901,,98627,,98626,40,40,,111901,,114010,,114010,2785,,98627,,99905,,101188,,102470,,103752,,105034,,,MemorySpan_1,0,29880,44,yes,1024
v,e,z,g,3000,s,q,l,w,500,750,0,0,695,695,black,no,legacy,legacy,legacy,0,letters,uniform,,62,0,8,0,,52,,8,,52,,8,0,0,,52,0,,52,,8,,8,0,,8,,8,,8,,8,,8,,8,,8,,8,,8,Thu Sep 03 2020 10:24:57 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,vezgrlenter,osweb,1.3.8,enter,space,,enter,738,2735,,738,2,legacy,1599121559172,1024,2,48000,-16,7,experiment,1,odd,122486,40,123003,,132351,,114033,,114032,40,40,,132351,,133094,,133095,2785,,114033,,115309,,116591,,117874,,119156,,120438,,121721,MemorySpan_1,0,36816,53,yes,1024
u,p,t,x,3000,i,p,f,w,500,750,0,0,715,715,black,no,legacy,legacy,legacy,0,letters,uniform,,69,0,9,0,,60,,9,,60,,9,0,0,,60,0,,60,,9,,9,0,,9,,9,,9,,9,,9,,9,,9,,9,,9,Thu Sep 03 2020 10:24:57 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,uptixpfenter,osweb,1.3.8,enter,space,,enter,559,2735,,559,2,legacy,1599121559172,1024,2,48000,-16,7,experiment,1,odd,141571,40,142087,,151453,,133113,,133112,40,40,,151453,,152013,,152013,2785,,133113,,134393,,135676,,136958,,138240,,139523,,140805,MemorySpan_1,0,43634,61,yes,1024
3,9,5,w,3000,w,w,w,w,500,750,0,0,702,702,black,no,legacy,legacy,legacy,0,numbers,uniform,,76,0,10,0,3,60,0,9,3,60,0,9,0,0,3,60,0,3,60,0,9,0,9,0,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,Thu Sep 03 2020 10:24:57 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,395enter,osweb,1.3.8,enter,space,enter,enter,874,2735,874,559,2,legacy,1599121559172,1024,2,48000,-16,3,experiment,1,odd,157424,40,157941,162143,151453,152041,133113,152040,133112,40,40,162143,151453,163019,152013,163020,152013,2785,152041,133113,153311,134393,154594,135676,,136958,,138240,,139523,,140805,MemorySpan_1,0,45650,65,yes,1024
1,8,3,w,3000,w,w,w,w,500,750,0,0,706,706,black,no,legacy,legacy,legacy,0,numbers,uniform,,83,0,11,0,7,60,1,9,7,60,1,9,0,0,7,60,0,7,60,1,9,1,9,0,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,Thu Sep 03 2020 10:24:57 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,183enter,osweb,1.3.8,enter,space,enter,enter,711,2735,711,559,2,legacy,1599121559172,1024,2,48000,-16,3,experiment,1,odd,168449,40,168966,174399,151453,163058,133113,163058,133112,40,40,174399,151453,175110,152013,175110,152013,2785,163058,133113,164335,134393,165618,135676,,136958,,138240,,139523,,140805,MemorySpan_1,0,48746,69,yes,1024
6,5,5,4,3000,w,w,w,w,500,750,0,0,686,686,black,no,legacy,legacy,legacy,0,numbers,uniform,,90,0,12,0,12,60,2,9,12,60,2,9,0,0,12,60,0,12,60,2,9,2,9,0,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,Thu Sep 03 2020 10:24:57 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,6554enter,osweb,1.3.8,enter,space,enter,enter,671,2735,671,559,2,legacy,1599121559172,1024,2,48000,-16,4,experiment,1,odd,181288,40,181805,186222,151453,175132,133113,175132,133112,40,40,186222,151453,186900,152013,186900,152013,2785,175132,133113,176409,134393,177691,135676,178973,136958,,138240,,139523,,140805,MemorySpan_1,0,50766,74,yes,1024
5,5,5,1,3000,w,w,w,w,500,750,0,0,669,669,black,no,legacy,legacy,legacy,0,numbers,uniform,,97,0,13,0,17,60,3,9,17,60,3,9,0,0,17,60,0,17,60,3,9,3,9,0,3,9,3,9,3,9,3,9,3,9,3,9,3,9,3,9,3,9,Thu Sep 03 2020 10:24:57 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,5551enter,osweb,1.3.8,enter,space,enter,enter,500,2735,500,559,2,legacy,1599121559172,1024,2,48000,-16,4,experiment,1,odd,193078,40,193595,198245,151453,186918,133113,186917,133112,40,40,198245,151453,198757,152013,198757,152013,2785,186918,133113,188199,134393,189481,135676,190764,136958,,138240,,139523,,140805,MemorySpan_1,0,52848,79,yes,1024
5,2,4,1,3000,2,w,w,w,500,750,0,0,654,654,black,no,legacy,legacy,legacy,0,numbers,uniform,,104,0,14,0,23,60,4,9,23,60,4,9,0,0,23,60,0,23,60,4,9,4,9,0,4,9,4,9,4,9,4,9,4,9,4,9,4,9,4,9,4,9,Thu Sep 03 2020 10:24:57 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,51421enter,osweb,1.3.8,enter,space,enter,enter,710,2735,710,559,2,legacy,1599121559172,1024,2,48000,-16,5,experiment,1,odd,205701,40,206220,211369,151453,198775,133113,198775,133112,40,40,211369,151453,212080,152013,212080,152013,2785,198775,133113,200056,134393,201338,135676,202621,136958,203903,138240,,139523,,140805,MemorySpan_1,0,55626,85,yes,1024
2,9,6,4,3000,6,w,w,w,500,750,0,0,643,643,black,no,legacy,legacy,legacy,0,numbers,uniform,,111,0,15,0,29,60,5,9,29,60,5,9,0,0,29,60,0,29,60,5,9,5,9,0,5,9,5,9,5,9,5,9,5,9,5,9,5,9,5,9,5,9,Thu Sep 03 2020 10:24:57 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,24624enter,osweb,1.3.8,enter,space,enter,enter,583,2735,583,559,2,legacy,1599121559172,1024,2,48000,-16,5,experiment,1,odd,219024,40,219540,224891,151453,212104,133113,212103,133112,40,40,224891,151453,225485,152013,225485,152013,2785,212104,133113,213378,134393,214661,135676,215943,136958,217225,138240,,139523,,140805,MemorySpan_1,0,58469,91,yes,1024
4,3,3,6,3000,4,5,w,w,500,750,0,0,651,651,black,no,legacy,legacy,legacy,0,numbers,uniform,,118,0,16,0,36,60,6,9,36,60,6,9,0,0,36,60,0,36,60,6,9,6,9,0,6,9,6,9,6,9,6,9,6,9,6,9,6,9,6,9,6,9,Thu Sep 03 2020 10:24:57 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,433641enter,osweb,1.3.8,enter,space,enter,enter,460,2735,460,559,2,legacy,1599121559172,1024,2,48000,-16,6,experiment,1,odd,233195,40,233712,241711,151453,225504,133113,225503,133112,40,40,241711,151453,242171,152013,242171,152013,2785,225504,133113,226784,134393,228066,135676,229349,136958,230631,138240,231913,139523,,140805,MemorySpan_1,0,63809,98,yes,1024
3,1,8,4,3000,4,4,w,w,500,750,0,0,650,650,black,no,legacy,legacy,legacy,0,numbers,uniform,,125,0,17,0,42,60,7,9,42,60,7,9,0,0,42,60,0,42,60,7,9,7,9,0,7,9,7,9,7,9,7,9,7,9,7,9,7,9,7,9,7,9,Thu Sep 03 2020 10:24:57 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,31844enter,osweb,1.3.8,enter,space,enter,enter,1133,2735,1133,559,2,legacy,1599121559172,1024,2,48000,-16,6,experiment,1,odd,249882,40,250398,256132,151453,242190,133113,242190,133112,40,40,256132,151453,257276,152013,257276,152013,2785,242190,133113,243470,134393,244753,135676,246035,136958,247317,138240,248599,139523,,140805,MemorySpan_1,0,67596,104,yes,1024
6,3,9,9,3000,6,5,4,w,500,750,0,0,667,667,black,no,legacy,legacy,legacy,0,numbers,uniform,,132,0,18,0,48,60,8,9,48,60,8,9,0,0,48,60,0,48,60,8,9,8,9,0,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,Thu Sep 03 2020 10:24:57 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,45632enter,osweb,1.3.8,enter,space,enter,enter,639,2735,639,559,2,legacy,1599121559172,1024,2,48000,-16,7,experiment,1,odd,265752,40,266269,274484,151453,257298,133113,257297,133112,40,40,274484,151453,275127,152013,275128,152013,2785,257297,133113,258575,134393,259857,135676,261139,136958,262421,138240,263704,139523,264986,140805,MemorySpan_1,0,73366,110,yes,1024
9,6,1,8,3000,5,3,4,w,500,750,0,0,663,663,black,no,legacy,legacy,legacy,0,numbers,uniform,,139,0,19,0,55,60,9,9,55,60,9,9,0,0,55,60,0,55,60,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Thu Sep 03 2020 10:24:57 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,961838enter,osweb,1.3.8,enter,space,enter,enter,516,2735,516,559,2,legacy,1599121559172,1024,2,48000,-16,7,experiment,1,odd,283604,40,284121,290971,151453,275145,133113,275145,133112,40,40,290971,151453,291497,152013,291498,152013,2785,275145,133113,276427,134393,277709,135676,278991,136958,280273,138240,281556,139523,282838,140805,MemorySpan_1,0,77602,117,yes,1024
v,j,y,w,3000,w,w,w,w,500,750,0,0,717,717,black,no,legacy,legacy,legacy,0,letters,uniform,,6,0,0,0,,3,,0,,3,,0,0,0,,3,0,,3,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Thu Sep 03 2020 10:24:58 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,vjyenter,osweb,1.3.8,enter,j,,enter,774,1065,,774,2,legacy,1599121510315,1024,2,48000,-16,3,experiment,0,even,6492,26,7014,,12172,,1118,,1117,25,26,,12172,,12949,,12950,1094,,1118,,2393,,3676,,,,,,,,,MemorySpan_1,0,2866,4,yes,1024
z,v,y,w,3000,w,w,w,w,500,750,0,0,794,794,black,no,legacy,legacy,legacy,0,letters,uniform,,13,0,1,0,,7,,1,,7,,1,0,0,,7,0,,7,,1,,1,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,Thu Sep 03 2020 10:24:58 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,zvyenter,osweb,1.3.8,enter,j,,enter,1212,1065,,1212,2,legacy,1599121510315,1024,2,48000,-16,3,experiment,0,even,18350,26,18866,,24196,,12965,,12964,25,26,,24196,,25424,,25425,1094,,12964,,14232,,15515,,,,,,,,,MemorySpan_1,0,6353,8,yes,1024
z,x,m,y,3000,w,w,w,w,500,750,0,0,737,737,black,no,legacy,legacy,legacy,0,letters,uniform,,20,0,2,0,,11,,2,,11,,2,0,0,,11,0,,11,,2,,2,0,,2,,2,,2,,2,,2,,2,,2,,2,,2,Thu Sep 03 2020 10:24:58 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,xmyenter,osweb,1.3.8,enter,j,,enter,614,1065,,614,2,legacy,1599121510315,1024,2,48000,-16,4,experiment,0,even,31591,26,32108,,37054,,25439,,25438,25,26,,37054,,37682,,37683,1094,,25439,,26709,,27991,,29274,,,,,,,MemorySpan_1,0,8845,12,yes,1024
t,q,t,f,3000,w,w,w,w,500,750,0,0,873,873,black,no,legacy,legacy,legacy,0,letters,uniform,,27,0,3,0,,16,,3,,16,,3,0,0,,16,0,,16,,3,,3,0,,3,,3,,3,,3,,3,,3,,3,,3,,3,Thu Sep 03 2020 10:24:58 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,tqmyenter,osweb,1.3.8,enter,j,,enter,2709,1065,,2709,2,legacy,1599121510315,1024,2,48000,-16,4,experiment,0,even,43842,26,44359,,50713,,37697,,37697,25,26,,50713,,53424,,53426,1094,,37697,,38966,,40249,,41532,,,,,,,MemorySpan_1,0,14848,17,yes,1024
d,y,v,f,3000,x,w,w,w,500,750,0,0,866,866,black,no,legacy,legacy,legacy,0,letters,uniform,,34,0,4,0,,22,,4,,22,,4,0,0,,22,0,,22,,4,,4,0,,4,,4,,4,,4,,4,,4,,4,,4,,4,Thu Sep 03 2020 10:24:58 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,dtwmxenter,osweb,1.3.8,enter,j,,enter,700,1065,,700,2,legacy,1599121510315,1024,2,48000,-16,5,experiment,0,even,60371,26,60889,,68351,,53440,,53439,25,26,,68351,,69062,,69063,1094,,53440,,54722,,56005,,57288,,58571,,,,,MemorySpan_1,0,19922,23,yes,1024
i,m,v,t,3000,k,w,w,w,500,750,0,0,811,811,black,no,legacy,legacy,legacy,0,letters,uniform,,41,0,5,0,,28,,5,,28,,5,0,0,,28,0,,28,,5,,5,0,,5,,5,,5,,5,,5,,5,,5,,5,,5,Thu Sep 03 2020 10:24:58 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,imvtkenter,osweb,1.3.8,enter,j,,enter,627,1065,,627,2,legacy,1599121510315,1024,2,48000,-16,5,experiment,0,even,75987,26,76506,,82524,,69078,,69077,25,26,,82524,,83152,,83152,1094,,69078,,70346,,71629,,72913,,74196,,,,,MemorySpan_1,0,23517,29,yes,1024
g,r,y,p,3000,y,r,w,w,500,750,0,0,776,776,black,no,legacy,legacy,legacy,0,letters,uniform,,48,0,6,0,,35,,6,,35,,6,0,0,,35,0,,35,,6,,6,0,,6,,6,,6,,6,,6,,6,,6,,6,,6,Thu Sep 03 2020 10:24:58 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,grymprenter,osweb,1.3.8,enter,j,,enter,813,1065,,813,2,legacy,1599121510315,1024,2,48000,-16,6,experiment,0,even,90846,26,91363,,98043,,83167,,83166,25,26,,98043,,98871,,98872,1094,,83167,,84437,,85713,,86996,,88280,,89563,,,MemorySpan_1,0,27918,36,yes,1024
i,m,u,u,3000,e,r,w,w,500,750,0,0,745,745,black,no,legacy,legacy,legacy,0,letters,uniform,,55,0,7,0,,42,,7,,42,,7,0,0,,42,0,,42,,7,,7,0,,7,,7,,7,,7,,7,,7,,7,,7,,7,Thu Sep 03 2020 10:24:58 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,imuureenter,osweb,1.3.8,enter,j,,enter,741,1065,,741,2,legacy,1599121510315,1024,2,48000,-16,6,experiment,0,even,106555,26,107065,,113552,,98887,,98886,25,26,,113552,,114296,,114297,1094,,98887,,100155,,101437,,102706,,103988,,105271,,,MemorySpan_1,0,32034,43,yes,1024
v,e,z,g,3000,s,q,l,w,500,750,0,0,820,820,black,no,legacy,legacy,legacy,0,letters,uniform,,62,0,8,0,,48,,8,,48,,8,0,0,,48,0,,48,,8,,8,0,,8,,8,,8,,8,,8,,8,,8,,8,,8,Thu Sep 03 2020 10:24:58 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,vesqlenter,osweb,1.3.8,enter,j,,enter,2895,1065,,2895,2,legacy,1599121510315,1024,2,48000,-16,7,experiment,0,even,122722,26,123240,,131552,,114312,,114311,25,26,,131552,,134463,,134464,1094,,114312,,115579,,116847,,118123,,119406,,120673,,121956,MemorySpan_1,0,40157,49,yes,1024
u,p,t,x,3000,i,p,f,w,500,750,0,0,827,827,black,no,legacy,legacy,legacy,0,letters,uniform,,69,0,9,0,,58,,9,,58,,9,0,0,,58,0,,58,,9,,9,0,,9,,9,,9,,9,,9,,9,,9,,9,,9,Thu Sep 03 2020 10:24:58 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,uptxirtenter,osweb,1.3.8,enter,j,,enter,1155,1065,,1155,2,legacy,1599121510315,1024,2,48000,-16,7,experiment,0,even,142926,26,143443,,154038,,134478,,134477,25,26,,154038,,155201,,155202,1094,,134478,,135747,,137030,,138314,,139593,,140876,,142159,MemorySpan_1,0,48775,59,yes,1024
3,9,5,w,3000,w,w,w,w,500,750,0,0,821,821,black,no,legacy,legacy,legacy,0,numbers,uniform,,76,0,10,0,3,58,0,9,3,58,0,9,0,0,3,58,0,3,58,0,9,0,9,0,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,Thu Sep 03 2020 10:24:58 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,395enter,osweb,1.3.8,enter,j,enter,enter,624,1065,624,1155,2,legacy,1599121510315,1024,2,48000,-16,3,experiment,0,even,160594,26,161111,166530,154038,155217,134478,155216,134477,25,26,166530,154038,167159,155201,167160,155202,1094,155217,134478,156484,135747,157768,137030,,138314,,139593,,140876,,142159,MemorySpan_1,0,51754,63,yes,1024
1,8,3,w,3000,w,w,w,w,500,750,0,0,803,803,black,no,legacy,legacy,legacy,0,numbers,uniform,,83,0,11,0,7,58,1,9,7,58,1,9,0,0,7,58,0,7,58,1,9,1,9,0,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,Thu Sep 03 2020 10:24:58 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,183enter,osweb,1.3.8,enter,j,enter,enter,357,1065,357,1155,2,legacy,1599121510315,1024,2,48000,-16,3,experiment,0,even,172535,26,173052,177789,154038,167174,134478,167173,134477,25,26,177789,154038,178151,155201,178152,155202,1094,167174,134478,168441,135747,169711,137030,,138314,,139593,,140876,,142159,MemorySpan_1,0,53793,67,yes,1024
