acc,accuracy,average_response_time,avg_rt,background,bidi,block,block_picker,browser_codename,browser_name,browser_version,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,correct_keyboard_response,correct_response,count_backward_mask,count_block_1,count_block_2,count_block_3,count_break,count_correct,count_counter_balance,count_experiment,count_fix,count_forward_mask,count_incorrect,count_instructions_1,count_instructions_2,count_instructions_3,count_instructions_4,count_keyboard_response,count_logger,count_osweb,count_practice_loop,count_prime,count_target,count_trials,date_startdate,date_startdateUTC,date_starttime,datetime,description,disable_garbage_collection,experiment_debug,experiment_parameters,experiment_path,experiment_pilot,experiment_taskname,experiment_taskversion,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,jatosStudyResultId,jatosVersion,keyboard_backend,mouse_backend,num_letters,opensesame_codename,opensesame_version,penwidth,prime,queryParams_batchId,queryParams_fbclid,queryParams_generalMultiple,repeat_cycle,response,response_break,response_instructions_1,response_instructions_2,response_instructions_3,response_instructions_4,response_keyboard_response,response_time,response_time_break,response_time_instructions_1,response_time_instructions_2,response_time_instructions_3,response_time_instructions_4,response_time_keyboard_response,round_decimals,sampler_backend,screen_availableHeight,screen_availableWidth,screen_colorDepth,screen_height,screen_pixelDepth,screen_screenX,screen_screenY,screen_width,sessionid,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,system_os,target,time_backward_mask,time_block_1,time_block_2,time_block_3,time_break,time_correct,time_counter_balance,time_fix,time_forward_mask,time_incorrect,time_instructions_1,time_instructions_2,time_instructions_3,time_instructions_4,time_keyboard_response,time_logger,time_practice_loop,time_prime,time_target,title,total_correct,total_response_time,total_responses,type,uniform_coordinates,width
50,50,967,967,black,no,practice,1,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",psycho,psycho,psycho,0,practice,uniform,1,1,a,3,0,0,0,3,3,0,0,3,3,3,0,0,0,0,3,3,0,0,3,3,3,04-11-22,04-11-22,22:38:33,Sun Dec 04 2022 22:38:33 GMT+0100 (heure normale d’Europe centrale),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,991,3.6.1,psycho,psycho,5,osweb,1.4.11,1,#####,268,IwAR2m37oKOUvHANfPqeE0gyZlXxc94ye4Z7gEUMJIVAW9_vsxSlEd1eWLmFU,,0,a,,space,space,space,,a,1171,,26457,5283,2951,,1171,2,psycho,728,1366,24,768,24,0,0,1366,1670189927000,1024,2,48000,-16,experiment,1,odd,Win32,hound,42551,82,82,82,,38425,78,41793,42452,41223,82,26549,31841,,42600,43774,82,42500,42600,ExPsyLing2022_Class1,2,3866,4,animal,yes,1024
60,60,913,913,black,no,practice,1,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",psycho,psycho,psycho,0,practice,uniform,1,1,f,4,0,0,0,4,4,0,0,4,4,4,0,0,0,0,4,4,0,0,4,4,4,04-11-22,04-11-22,22:38:33,Sun Dec 04 2022 22:38:33 GMT+0100 (heure normale d’Europe centrale),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,991,3.6.1,psycho,psycho,6,osweb,1.4.11,1,#####,268,IwAR2m37oKOUvHANfPqeE0gyZlXxc94ye4Z7gEUMJIVAW9_vsxSlEd1eWLmFU,,0,f,,space,space,space,,f,697,,26457,5283,2951,,697,2,psycho,728,1366,24,768,24,0,0,1366,1670189927000,1024,2,48000,-16,experiment,1,odd,Win32,tomato,45076,82,82,82,,43777,78,44323,44978,41223,82,26549,31841,,45129,45828,82,45028,45129,ExPsyLing2022_Class1,3,4563,5,fruit_veg,yes,1024
67,67,880,880,black,no,practice,1,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",psycho,psycho,psycho,0,practice,uniform,1,1,a,5,0,0,0,5,5,0,0,5,5,5,0,0,0,0,5,5,0,0,5,5,5,04-11-22,04-11-22,22:38:33,Sun Dec 04 2022 22:38:33 GMT+0100 (heure normale d’Europe centrale),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,991,3.6.1,psycho,psycho,6,osweb,1.4.11,1,#####,268,IwAR2m37oKOUvHANfPqeE0gyZlXxc94ye4Z7gEUMJIVAW9_vsxSlEd1eWLmFU,,0,a,,space,space,space,,a,719,,26457,5283,2951,,719,2,psycho,728,1366,24,768,24,0,0,1366,1670189927000,1024,2,48000,-16,experiment,1,odd,Win32,spider,47151,82,82,82,,45830,78,46397,47055,41223,82,26549,31841,,47205,47929,82,47103,47205,ExPsyLing2022_Class1,4,5282,6,animal,yes,1024
71,71,892,892,black,no,block1,1,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",psycho,psycho,psycho,0,identical,uniform,1,1,a,6,0,0,0,6,6,0,0,6,6,6,0,0,0,0,6,6,0,0,6,6,6,04-11-22,04-11-22,22:38:33,Sun Dec 04 2022 22:38:33 GMT+0100 (heure normale d’Europe centrale),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,991,3.6.1,psycho,psycho,4,osweb,1.4.11,1,hare,268,IwAR2m37oKOUvHANfPqeE0gyZlXxc94ye4Z7gEUMJIVAW9_vsxSlEd1eWLmFU,,0,a,,space,space,space,space,a,960,,26457,5283,2951,9861,960,2,psycho,728,1366,24,768,24,0,0,1366,1670189927000,1024,2,48000,-16,experiment,1,odd,Win32,hare,59135,82,82,82,,47932,78,58380,59036,41223,82,26549,31841,48459,59188,60159,82,59087,59188,ExPsyLing2022_Class1,5,6242,7,animal,yes,1024
75,75,860,860,black,no,block1,1,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",psycho,psycho,psycho,0,semi-scrambled,uniform,1,1,f,7,0,0,0,7,7,0,0,7,7,7,0,0,0,0,7,7,0,0,7,7,7,04-11-22,04-11-22,22:38:33,Sun Dec 04 2022 22:38:33 GMT+0100 (heure normale d’Europe centrale),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,991,3.6.1,psycho,psycho,5,osweb,1.4.11,1,loemn,268,IwAR2m37oKOUvHANfPqeE0gyZlXxc94ye4Z7gEUMJIVAW9_vsxSlEd1eWLmFU,,0,f,,space,space,space,space,f,638,,26457,5283,2951,9861,638,2,psycho,728,1366,24,768,24,0,0,1366,1670189927000,1024,2,48000,-16,experiment,1,odd,Win32,lemon,61485,82,82,82,,60163,78,60736,61389,41223,82,26549,31841,48459,61539,62187,82,61438,61539,ExPsyLing2022_Class1,6,6880,8,fruit_veg,yes,1024
78,78,839,839,black,no,block1,1,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",psycho,psycho,psycho,0,fully-scrambled,uniform,1,1,a,8,0,0,0,8,8,0,0,8,8,8,0,0,0,0,8,8,0,0,8,8,8,04-11-22,04-11-22,22:38:33,Sun Dec 04 2022 22:38:33 GMT+0100 (heure normale d’Europe centrale),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,991,3.6.1,psycho,psycho,7,osweb,1.4.11,1,ocaornc,268,IwAR2m37oKOUvHANfPqeE0gyZlXxc94ye4Z7gEUMJIVAW9_vsxSlEd1eWLmFU,,0,a,,space,space,space,space,a,674,,26457,5283,2951,9861,674,2,psycho,728,1366,24,768,24,0,0,1366,1670189927000,1024,2,48000,-16,experiment,1,odd,Win32,raccoon,63516,82,82,82,,62191,78,62755,63418,41223,82,26549,31841,48459,63566,64263,82,63467,63566,ExPsyLing2022_Class1,7,7554,9,animal,yes,1024
70,70,844,844,black,no,block1,1,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",psycho,psycho,psycho,0,identical,uniform,0,0,f,9,0,0,0,9,9,0,0,9,9,9,0,0,0,0,9,9,0,0,9,9,9,04-11-22,04-11-22,22:38:33,Sun Dec 04 2022 22:38:33 GMT+0100 (heure normale d’Europe centrale),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,991,3.6.1,psycho,psycho,7,osweb,1.4.11,1,apricot,268,IwAR2m37oKOUvHANfPqeE0gyZlXxc94ye4Z7gEUMJIVAW9_vsxSlEd1eWLmFU,,0,a,,space,space,space,space,a,883,,26457,5283,2951,9861,883,2,psycho,728,1366,24,768,24,0,0,1366,1670189927000,1024,2,48000,-16,experiment,1,odd,Win32,apricot,65569,82,82,82,,64265,78,64836,65489,41223,82,26549,31841,48459,65617,66515,82,65537,65617,ExPsyLing2022_Class1,7,8437,10,fruit_veg,yes,1024
73,73,853,853,black,no,block1,1,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",psycho,psycho,psycho,0,identical,uniform,1,1,a,10,0,0,0,10,10,0,0,10,10,10,0,0,0,0,10,10,0,0,10,10,10,04-11-22,04-11-22,22:38:33,Sun Dec 04 2022 22:38:33 GMT+0100 (heure normale d’Europe centrale),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,991,3.6.1,psycho,psycho,7,osweb,1.4.11,1,buffalo,268,IwAR2m37oKOUvHANfPqeE0gyZlXxc94ye4Z7gEUMJIVAW9_vsxSlEd1eWLmFU,,0,a,,space,space,space,space,a,951,,26457,5283,2951,9861,951,2,psycho,728,1366,24,768,24,0,0,1366,1670189927000,1024,2,48000,-16,experiment,1,odd,Win32,buffalo,67849,82,82,82,,64265,78,67087,67741,66518,82,26549,31841,48459,67894,68867,82,67794,67894,ExPsyLing2022_Class1,8,9388,11,animal,yes,1024
75,75,834,834,black,no,block1,1,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",psycho,psycho,psycho,0,fully-scrambled,uniform,1,1,f,11,0,0,0,11,11,0,0,11,11,11,0,0,0,0,11,11,0,0,11,11,11,04-11-22,04-11-22,22:38:33,Sun Dec 04 2022 22:38:33 GMT+0100 (heure normale d’Europe centrale),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,991,3.6.1,psycho,psycho,5,osweb,1.4.11,1,eprun,268,IwAR2m37oKOUvHANfPqeE0gyZlXxc94ye4Z7gEUMJIVAW9_vsxSlEd1eWLmFU,,0,f,,space,space,space,space,f,624,,26457,5283,2951,9861,624,2,psycho,728,1366,24,768,24,0,0,1366,1670189927000,1024,2,48000,-16,experiment,1,odd,Win32,prune,70193,82,82,82,,68869,78,69437,70093,66518,82,26549,31841,48459,70246,70892,82,70145,70246,ExPsyLing2022_Class1,9,10012,12,fruit_veg,yes,1024
77,77,829,829,black,no,block1,1,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",psycho,psycho,psycho,0,semi-scrambled,uniform,1,1,f,12,0,0,0,12,12,0,0,12,12,12,0,0,0,0,12,12,0,0,12,12,12,04-11-22,04-11-22,22:38:33,Sun Dec 04 2022 22:38:33 GMT+0100 (heure normale d’Europe centrale),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,991,3.6.1,psycho,psycho,7,osweb,1.4.11,1,rrbauhb,268,IwAR2m37oKOUvHANfPqeE0gyZlXxc94ye4Z7gEUMJIVAW9_vsxSlEd1eWLmFU,,0,f,,space,space,space,space,f,769,,26457,5283,2951,9861,769,2,psycho,728,1366,24,768,24,0,0,1366,1670189927000,1024,2,48000,-16,experiment,1,odd,Win32,rhubarb,72216,82,82,82,,70895,78,71462,72120,66518,82,26549,31841,48459,72265,73043,82,72168,72265,ExPsyLing2022_Class1,10,10781,13,fruit_veg,yes,1024
79,79,856,856,black,no,block1,1,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",psycho,psycho,psycho,0,identical,uniform,1,1,f,13,0,0,0,13,13,0,0,13,13,13,0,0,0,0,13,13,0,0,13,13,13,04-11-22,04-11-22,22:38:33,Sun Dec 04 2022 22:38:33 GMT+0100 (heure normale d’Europe centrale),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,991,3.6.1,psycho,psycho,8,osweb,1.4.11,1,eggplant,268,IwAR2m37oKOUvHANfPqeE0gyZlXxc94ye4Z7gEUMJIVAW9_vsxSlEd1eWLmFU,,0,f,,space,space,space,space,f,1208,,26457,5283,2951,9861,1208,2,psycho,728,1366,24,768,24,0,0,1366,1670189927000,1024,2,48000,-16,experiment,1,odd,Win32,eggplant,74374,82,82,82,,73045,78,73615,74269,66518,82,26549,31841,48459,74423,75644,82,74317,74423,ExPsyLing2022_Class1,11,11989,14,fruit_veg,yes,1024
80,80,851,851,black,no,block1,1,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",psycho,psycho,psycho,0,fully-scrambled,uniform,1,1,f,14,0,0,0,14,14,0,0,14,14,14,0,0,0,0,14,14,0,0,14,14,14,04-11-22,04-11-22,22:38:33,Sun Dec 04 2022 22:38:33 GMT+0100 (heure normale d’Europe centrale),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,991,3.6.1,psycho,psycho,6,osweb,1.4.11,1,qsashu,268,IwAR2m37oKOUvHANfPqeE0gyZlXxc94ye4Z7gEUMJIVAW9_vsxSlEd1eWLmFU,,0,f,,space,space,space,space,f,781,,26457,5283,2951,9861,781,2,psycho,728,1366,24,768,24,0,0,1366,1670189927000,1024,2,48000,-16,experiment,1,odd,Win32,squash,76970,82,82,82,,75646,78,76213,76875,66518,82,26549,31841,48459,77018,77822,82,76923,77018,ExPsyLing2022_Class1,12,12770,15,fruit_veg,yes,1024
81,81,850,850,black,no,block1,1,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",psycho,psycho,psycho,0,identical,uniform,1,1,a,15,0,0,0,15,15,0,0,15,15,15,0,0,0,0,15,15,0,0,15,15,15,04-11-22,04-11-22,22:38:33,Sun Dec 04 2022 22:38:33 GMT+0100 (heure normale d’Europe centrale),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,991,3.6.1,psycho,psycho,5,osweb,1.4.11,1,mouse,268,IwAR2m37oKOUvHANfPqeE0gyZlXxc94ye4Z7gEUMJIVAW9_vsxSlEd1eWLmFU,,0,a,,space,space,space,space,a,832,,26457,5283,2951,9861,832,2,psycho,728,1366,24,768,24,0,0,1366,1670189927000,1024,2,48000,-16,experiment,1,odd,Win32,mouse,79148,82,82,82,,77825,78,78391,79044,66518,82,26549,31841,48459,79201,80047,82,79100,79201,ExPsyLing2022_Class1,13,13602,16,animal,yes,1024
82,82,832,832,black,no,block1,1,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",psycho,psycho,psycho,0,identical,uniform,1,1,a,16,0,0,0,16,16,0,0,16,16,16,0,0,0,0,16,16,0,0,16,16,16,04-11-22,04-11-22,22:38:33,Sun Dec 04 2022 22:38:33 GMT+0100 (heure normale d’Europe centrale),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,991,3.6.1,psycho,psycho,4,osweb,1.4.11,1,bull,268,IwAR2m37oKOUvHANfPqeE0gyZlXxc94ye4Z7gEUMJIVAW9_vsxSlEd1eWLmFU,,0,a,,space,space,space,space,a,544,,26457,5283,2951,9861,544,2,psycho,728,1366,24,768,24,0,0,1366,1670189927000,1024,2,48000,-16,experiment,1,odd,Win32,bull,81351,82,82,82,,80050,78,80596,81251,66518,82,26549,31841,48459,81399,81951,82,81302,81399,ExPsyLing2022_Class1,14,14146,17,animal,yes,1024
83,83,820,820,black,no,block1,1,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",psycho,psycho,psycho,0,fully-scrambled,uniform,1,1,a,17,0,0,0,17,17,0,0,17,17,17,0,0,0,0,17,17,0,0,17,17,17,04-11-22,04-11-22,22:38:33,Sun Dec 04 2022 22:38:33 GMT+0100 (heure normale d’Europe centrale),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,991,3.6.1,psycho,psycho,6,osweb,1.4.11,1,guajra,268,IwAR2m37oKOUvHANfPqeE0gyZlXxc94ye4Z7gEUMJIVAW9_vsxSlEd1eWLmFU,,0,a,,space,space,space,space,a,606,,26457,5283,2951,9861,606,2,psycho,728,1366,24,768,24,0,0,1366,1670189927000,1024,2,48000,-16,experiment,1,odd,Win32,jaguar,83274,82,82,82,,81954,78,82523,83178,66518,82,26549,31841,48459,83328,83953,82,83225,83328,ExPsyLing2022_Class1,15,14752,18,animal,yes,1024
84,84,805,805,black,no,block1,1,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",psycho,psycho,psycho,0,identical,uniform,1,1,a,18,0,0,0,18,18,0,0,18,18,18,0,0,0,0,18,18,0,0,18,18,18,04-11-22,04-11-22,22:38:33,Sun Dec 04 2022 22:38:33 GMT+0100 (heure normale d’Europe centrale),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,991,3.6.1,psycho,psycho,5,osweb,1.4.11,1,camel,268,IwAR2m37oKOUvHANfPqeE0gyZlXxc94ye4Z7gEUMJIVAW9_vsxSlEd1eWLmFU,,0,a,,space,space,space,space,a,550,,26457,5283,2951,9861,550,2,psycho,728,1366,24,768,24,0,0,1366,1670189927000,1024,2,48000,-16,experiment,1,odd,Win32,camel,85280,82,82,82,,83956,78,84521,85175,66518,82,26549,31841,48459,85328,85879,82,85230,85328,ExPsyLing2022_Class1,16,15302,19,animal,yes,1024
80,80,803,803,black,no,block1,1,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",psycho,psycho,psycho,0,fully-scrambled,uniform,0,0,f,19,0,0,0,19,19,0,0,19,19,19,0,0,0,0,19,19,0,0,19,19,19,04-11-22,04-11-22,22:38:33,Sun Dec 04 2022 22:38:33 GMT+0100 (heure normale d’Europe centrale),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,991,3.6.1,psycho,psycho,8,osweb,1.4.11,1,nchizuic,268,IwAR2m37oKOUvHANfPqeE0gyZlXxc94ye4Z7gEUMJIVAW9_vsxSlEd1eWLmFU,,0,a,,space,space,space,space,a,748,,26457,5283,2951,9861,748,2,psycho,728,1366,24,768,24,0,0,1366,1670189927000,1024,2,48000,-16,experiment,1,odd,Win32,zucchini,87203,82,82,82,,85881,78,86453,87105,66518,82,26549,31841,48459,87252,88004,82,87156,87252,ExPsyLing2022_Class1,16,16050,20,fruit_veg,yes,1024
81,81,816,816,black,no,block1,1,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",psycho,psycho,psycho,0,fully-scrambled,uniform,1,1,f,20,0,0,0,20,20,0,0,20,20,20,0,0,0,0,20,20,0,0,20,20,20,04-11-22,04-11-22,22:38:33,Sun Dec 04 2022 22:38:33 GMT+0100 (heure normale d’Europe centrale),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,991,3.6.1,psycho,psycho,6,osweb,1.4.11,1,rcoatr,268,IwAR2m37oKOUvHANfPqeE0gyZlXxc94ye4Z7gEUMJIVAW9_vsxSlEd1eWLmFU,,0,f,,space,space,space,space,f,1094,,26457,5283,2951,9861,1094,2,psycho,728,1366,24,768,24,0,0,1366,1670189927000,1024,2,48000,-16,experiment,1,odd,Win32,carrot,89352,82,82,82,,85881,78,88583,89256,88007,82,26549,31841,48459,89409,90507,82,89304,89408,ExPsyLing2022_Class1,17,17144,21,fruit_veg,yes,1024
82,82,831,831,black,no,block1,1,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",psycho,psycho,psycho,0,fully-scrambled,uniform,1,1,a,21,0,0,0,21,21,0,0,21,21,21,0,0,0,0,21,21,0,0,21,21,21,04-11-22,04-11-22,22:38:33,Sun Dec 04 2022 22:38:33 GMT+0100 (heure normale d’Europe centrale),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,991,3.6.1,psycho,psycho,6,osweb,1.4.11,1,uswlra,268,IwAR2m37oKOUvHANfPqeE0gyZlXxc94ye4Z7gEUMJIVAW9_vsxSlEd1eWLmFU,,0,a,,space,space,space,space,a,1130,,26457,5283,2951,9861,1130,2,psycho,728,1366,24,768,24,0,0,1366,1670189927000,1024,2,48000,-16,experiment,1,odd,Win32,walrus,91832,82,82,82,,90509,78,91078,91731,88007,82,26549,31841,48459,91880,93032,82,91784,91880,ExPsyLing2022_Class1,18,18274,22,animal,yes,1024
83,83,824,824,black,no,block1,1,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",psycho,psycho,psycho,0,identical,uniform,1,1,a,22,0,0,0,22,22,0,0,22,22,22,0,0,0,0,22,22,0,0,22,22,22,04-11-22,04-11-22,22:38:33,Sun Dec 04 2022 22:38:33 GMT+0100 (heure normale d’Europe centrale),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,991,3.6.1,psycho,psycho,7,osweb,1.4.11,1,octupus,268,IwAR2m37oKOUvHANfPqeE0gyZlXxc94ye4Z7gEUMJIVAW9_vsxSlEd1eWLmFU,,0,a,,space,space,space,space,a,683,,26457,5283,2951,9861,683,2,psycho,728,1366,24,768,24,0,0,1366,1670189927000,1024,2,48000,-16,experiment,1,odd,Win32,octupus,94355,82,82,82,,93035,78,93598,94255,88007,82,26549,31841,48459,94415,95108,82,94307,94415,ExPsyLing2022_Class1,19,18957,23,animal,yes,1024
83,83,816,816,black,no,block1,1,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",psycho,psycho,psycho,0,fully-scrambled,uniform,1,1,a,23,0,0,0,23,23,0,0,23,23,23,0,0,0,0,23,23,0,0,23,23,23,04-11-22,04-11-22,22:38:33,Sun Dec 04 2022 22:38:33 GMT+0100 (heure normale d’Europe centrale),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,991,3.6.1,psycho,psycho,4,osweb,1.4.11,1,aotg,268,IwAR2m37oKOUvHANfPqeE0gyZlXxc94ye4Z7gEUMJIVAW9_vsxSlEd1eWLmFU,,0,a,,space,space,space,space,a,638,,26457,5283,2951,9861,638,2,psycho,728,1366,24,768,24,0,0,1366,1670189927000,1024,2,48000,-16,experiment,1,odd,Win32,goat,96432,82,82,82,,95111,78,95671,96336,88007,82,26549,31841,48459,96488,97136,82,96384,96488,ExPsyLing2022_Class1,20,19595,24,animal,yes,1024
84,84,807,807,black,no,block1,1,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",psycho,psycho,psycho,0,identical,uniform,1,1,a,24,0,0,0,24,24,0,0,24,24,24,0,0,0,0,24,24,0,0,24,24,24,04-11-22,04-11-22,22:38:33,Sun Dec 04 2022 22:38:33 GMT+0100 (heure normale d’Europe centrale),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,991,3.6.1,psycho,psycho,6,osweb,1.4.11,1,cougar,268,IwAR2m37oKOUvHANfPqeE0gyZlXxc94ye4Z7gEUMJIVAW9_vsxSlEd1eWLmFU,,0,a,,space,space,space,space,a,580,,26457,5283,2951,9861,580,2,psycho,728,1366,24,768,24,0,0,1366,1670189927000,1024,2,48000,-16,experiment,1,odd,Win32,cougar,98457,82,82,82,,97139,78,97707,98360,88007,82,26549,31841,48459,98514,99108,82,98410,98514,ExPsyLing2022_Class1,21,20175,25,animal,yes,1024
85,85,803,803,black,no,block1,1,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",psycho,psycho,psycho,0,identical,uniform,1,1,f,25,0,0,0,25,25,0,0,25,25,25,0,0,0,0,25,25,0,0,25,25,25,04-11-22,04-11-22,22:38:33,Sun Dec 04 2022 22:38:33 GMT+0100 (heure normale d’Europe centrale),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,991,3.6.1,psycho,psycho,8,osweb,1.4.11,1,chickpea,268,IwAR2m37oKOUvHANfPqeE0gyZlXxc94ye4Z7gEUMJIVAW9_vsxSlEd1eWLmFU,,0,f,,space,space,space,space,f,699,,26457,5283,2951,9861,699,2,psycho,728,1366,24,768,24,0,0,1366,1670189927000,1024,2,48000,-16,experiment,1,odd,Win32,chickpea,100437,82,82,82,,99111,78,99664,100336,88007,82,26549,31841,48459,100485,101189,82,100389,100485,ExPsyLing2022_Class1,22,20874,26,fruit_veg,yes,1024
