acc,accuracy,average_response_time,avg_rt,background,bidi,block,block_picker,browser_codename,browser_name,browser_version,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,correct_keyboard_response,correct_response,count_backward_mask,count_block_1,count_block_2,count_block_3,count_break,count_correct,count_counter_balance,count_experiment,count_fix,count_forward_mask,count_incorrect,count_instructions_1,count_instructions_2,count_instructions_3,count_instructions_4,count_keyboard_response,count_logger,count_osweb,count_practice_loop,count_prime,count_target,count_trials,date_startdate,date_startdateUTC,date_starttime,datetime,description,disable_garbage_collection,experiment_debug,experiment_parameters,experiment_path,experiment_pilot,experiment_taskname,experiment_taskversion,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,jatosStudyResultId,jatosVersion,keyboard_backend,mouse_backend,num_letters,opensesame_codename,opensesame_version,penwidth,prime,queryParams_batchId,queryParams_fbclid,queryParams_generalMultiple,repeat_cycle,response,response_break,response_instructions_1,response_instructions_2,response_instructions_3,response_instructions_4,response_keyboard_response,response_time,response_time_break,response_time_instructions_1,response_time_instructions_2,response_time_instructions_3,response_time_instructions_4,response_time_keyboard_response,round_decimals,sampler_backend,screen_availableHeight,screen_availableWidth,screen_colorDepth,screen_height,screen_pixelDepth,screen_screenX,screen_screenY,screen_width,sessionid,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,system_os,target,time_backward_mask,time_block_1,time_block_2,time_block_3,time_break,time_correct,time_counter_balance,time_fix,time_forward_mask,time_incorrect,time_instructions_1,time_instructions_2,time_instructions_3,time_instructions_4,time_keyboard_response,time_logger,time_practice_loop,time_prime,time_target,title,total_correct,total_response_time,total_responses,type,uniform_coordinates,width
90,90,880,880,black,no,block1,1,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36 Edg/107.0.1418.62",psycho,psycho,psycho,0,identical,uniform,1,1,a,41,0,0,0,41,41,0,0,41,41,41,0,0,0,0,41,41,0,0,41,41,41,05-11-22,05-11-22,08:28:06,Mon Dec 05 2022 08:28:06 GMT+0100 (Central European Standard Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,997,3.6.1,psycho,psycho,6,osweb,1.4.11,1,rabbit,268,,,0,a,space,enter,enter,f,space,a,648,2198,16588,3797,2590,4198,648,2,psycho,834,1536,24,864,24,0,0,1536,1670225351892,1024,2,48000,-16,experiment,1,odd,Win32,rabbit,119456,36,36,36,114114,118207,35,118730,119390,113592,36,16637,20437,35434,119490,120139,36,119423,119490,ExPsyLing2022_Class1,38,36944,42,animal,yes,1024
91,91,874,874,black,no,block1,1,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36 Edg/107.0.1418.62",psycho,psycho,psycho,0,fully-scrambled,uniform,1,1,f,42,0,0,0,42,42,0,0,42,42,42,0,0,0,0,42,42,0,0,42,42,42,05-11-22,05-11-22,08:28:06,Mon Dec 05 2022 08:28:06 GMT+0100 (Central European Standard Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,997,3.6.1,psycho,psycho,6,osweb,1.4.11,1,rcoatr,268,,,0,f,space,enter,enter,f,space,f,648,2198,16588,3797,2590,4198,648,2,psycho,834,1536,24,864,24,0,0,1536,1670225351892,1024,2,48000,-16,experiment,1,odd,Win32,carrot,121389,36,36,36,114114,120140,35,120663,121323,113592,36,16637,20437,35434,121423,122073,36,121356,121423,ExPsyLing2022_Class1,39,37592,43,fruit_veg,yes,1024
91,91,868,868,black,no,block1,1,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36 Edg/107.0.1418.62",psycho,psycho,psycho,0,semi-scrambled,uniform,1,1,f,43,0,0,0,43,43,0,0,43,43,43,0,0,0,0,43,43,0,0,43,43,43,05-11-22,05-11-22,08:28:06,Mon Dec 05 2022 08:28:06 GMT+0100 (Central European Standard Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,997,3.6.1,psycho,psycho,7,osweb,1.4.11,1,aoadcvo,268,,,0,f,space,enter,enter,f,space,f,621,2198,16588,3797,2590,4198,621,2,psycho,834,1536,24,864,24,0,0,1536,1670225351892,1024,2,48000,-16,experiment,1,odd,Win32,avocado,123322,36,36,36,114114,122073,35,122596,123256,113592,36,16637,20437,35434,123356,123989,36,123289,123356,ExPsyLing2022_Class1,40,38213,44,fruit_veg,yes,1024
91,91,865,865,black,no,block1,1,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36 Edg/107.0.1418.62",psycho,psycho,psycho,0,fully-scrambled,uniform,1,1,f,44,0,0,0,44,44,0,0,44,44,44,0,0,0,0,44,44,0,0,44,44,44,05-11-22,05-11-22,08:28:06,Mon Dec 05 2022 08:28:06 GMT+0100 (Central European Standard Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,997,3.6.1,psycho,psycho,6,osweb,1.4.11,1,qsashu,268,,,0,f,space,enter,enter,f,space,f,714,2198,16588,3797,2590,4198,714,2,psycho,834,1536,24,864,24,0,0,1536,1670225351892,1024,2,48000,-16,experiment,1,odd,Win32,squash,125239,36,36,36,114114,123990,35,124513,125172,113592,36,16637,20437,35434,125272,125989,36,125205,125272,ExPsyLing2022_Class1,41,38927,45,fruit_veg,yes,1024
91,91,865,865,black,no,block1,1,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36 Edg/107.0.1418.62",psycho,psycho,psycho,0,fully-scrambled,uniform,1,1,a,45,0,0,0,45,45,0,0,45,45,45,0,0,0,0,45,45,0,0,45,45,45,05-11-22,05-11-22,08:28:06,Mon Dec 05 2022 08:28:06 GMT+0100 (Central European Standard Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,997,3.6.1,psycho,psycho,8,osweb,1.4.11,1,lypustap,268,,,0,a,space,enter,enter,f,space,a,859,2198,16588,3797,2590,4198,859,2,psycho,834,1536,24,864,24,0,0,1536,1670225351892,1024,2,48000,-16,experiment,1,odd,Win32,platypus,127238,36,36,36,114114,125989,35,126512,127172,113592,36,16637,20437,35434,127272,128138,36,127205,127272,ExPsyLing2022_Class1,42,39786,46,animal,yes,1024
91,91,864,864,black,no,block1,1,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36 Edg/107.0.1418.62",psycho,psycho,psycho,0,fully-scrambled,uniform,1,1,a,46,0,0,0,46,46,0,0,46,46,46,0,0,0,0,46,46,0,0,46,46,46,05-11-22,05-11-22,08:28:06,Mon Dec 05 2022 08:28:06 GMT+0100 (Central European Standard Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,997,3.6.1,psycho,psycho,6,osweb,1.4.11,1,uswlra,268,,,0,a,space,enter,enter,f,space,a,840,2198,16588,3797,2590,4198,840,2,psycho,834,1536,24,864,24,0,0,1536,1670225351892,1024,2,48000,-16,experiment,1,odd,Win32,walrus,129388,36,36,36,114114,128139,35,128662,129322,113592,36,16637,20437,35434,129422,130272,36,129355,129422,ExPsyLing2022_Class1,43,40626,47,animal,yes,1024
92,92,866,866,black,no,block1,1,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36 Edg/107.0.1418.62",psycho,psycho,psycho,0,fully-scrambled,uniform,1,1,f,47,0,0,0,47,47,0,0,47,47,47,0,0,0,0,47,47,0,0,47,47,47,05-11-22,05-11-22,08:28:06,Mon Dec 05 2022 08:28:06 GMT+0100 (Central European Standard Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,997,3.6.1,psycho,psycho,6,osweb,1.4.11,1,enorag,268,,,0,f,space,enter,enter,f,space,f,953,2198,16588,3797,2590,4198,953,2,psycho,834,1536,24,864,24,0,0,1536,1670225351892,1024,2,48000,-16,experiment,1,odd,Win32,orange,131521,36,36,36,114114,130273,35,130795,131455,113592,36,16637,20437,35434,131555,132521,36,131488,131555,ExPsyLing2022_Class1,44,41579,48,fruit_veg,yes,1024
92,92,871,871,black,no,block1,1,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36 Edg/107.0.1418.62",psycho,psycho,psycho,0,identical,uniform,1,1,f,48,0,0,0,48,48,0,0,48,48,48,0,0,0,0,48,48,0,0,48,48,48,05-11-22,05-11-22,08:28:06,Mon Dec 05 2022 08:28:06 GMT+0100 (Central European Standard Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,997,3.6.1,psycho,psycho,4,osweb,1.4.11,1,lime,268,,,0,f,space,enter,enter,f,space,f,1094,2198,16588,3797,2590,4198,1094,2,psycho,834,1536,24,864,24,0,0,1536,1670225351892,1024,2,48000,-16,experiment,1,odd,Win32,lime,133772,36,36,36,114114,132522,35,133045,133704,113592,36,16637,20437,35434,133805,134904,36,133738,133805,ExPsyLing2022_Class1,45,42673,49,fruit_veg,yes,1024
90,90,865,865,black,no,block1,1,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36 Edg/107.0.1418.62",psycho,psycho,psycho,0,identical,uniform,0,0,a,49,0,0,0,49,49,0,0,49,49,49,0,0,0,0,49,49,0,0,49,49,49,05-11-22,05-11-22,08:28:06,Mon Dec 05 2022 08:28:06 GMT+0100 (Central European Standard Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,997,3.6.1,psycho,psycho,7,osweb,1.4.11,1,octupus,268,,,0,f,space,enter,enter,f,space,f,553,2198,16588,3797,2590,4198,553,2,psycho,834,1536,24,864,24,0,0,1536,1670225351892,1024,2,48000,-16,experiment,1,odd,Win32,octupus,136171,36,36,36,114114,134904,35,135428,136088,113592,36,16637,20437,35434,136204,136770,36,136137,136204,ExPsyLing2022_Class1,45,43226,50,animal,yes,1024
90,90,877,877,black,no,block1,1,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36 Edg/107.0.1418.62",psycho,psycho,psycho,0,identical,uniform,1,1,a,50,0,0,0,50,50,0,0,50,50,50,0,0,0,0,50,50,0,0,50,50,50,05-11-22,05-11-22,08:28:06,Mon Dec 05 2022 08:28:06 GMT+0100 (Central European Standard Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,997,3.6.1,psycho,psycho,5,osweb,1.4.11,1,mouse,268,,,0,a,space,enter,enter,f,space,a,1495,2198,16588,3797,2590,4198,1495,2,psycho,834,1536,24,864,24,0,0,1536,1670225351892,1024,2,48000,-16,experiment,1,odd,Win32,mouse,138004,36,36,36,114114,134904,35,137279,137937,136771,36,16637,20437,35434,138037,139537,36,137971,138037,ExPsyLing2022_Class1,46,44721,51,animal,yes,1024
88,88,879,879,black,no,block1,1,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36 Edg/107.0.1418.62",psycho,psycho,psycho,0,identical,uniform,0,0,a,51,0,0,0,51,51,0,0,51,51,51,0,0,0,0,51,51,0,0,51,51,51,05-11-22,05-11-22,08:28:06,Mon Dec 05 2022 08:28:06 GMT+0100 (Central European Standard Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,997,3.6.1,psycho,psycho,4,osweb,1.4.11,1,mink,268,,,0,f,space,enter,enter,f,space,f,988,2198,16588,3797,2590,4198,988,2,psycho,834,1536,24,864,24,0,0,1536,1670225351892,1024,2,48000,-16,experiment,1,odd,Win32,mink,140787,36,36,36,114114,139537,35,140061,140720,136771,36,16637,20437,35434,140820,141820,36,140753,140820,ExPsyLing2022_Class1,46,45709,52,animal,yes,1024
89,89,885,885,black,no,block1,1,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36 Edg/107.0.1418.62",psycho,psycho,psycho,0,semi-scrambled,uniform,1,1,a,52,0,0,0,52,52,0,0,52,52,52,0,0,0,0,52,52,0,0,52,52,52,05-11-22,05-11-22,08:28:06,Mon Dec 05 2022 08:28:06 GMT+0100 (Central European Standard Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,997,3.6.1,psycho,psycho,8,osweb,1.4.11,1,shesaore,268,,,0,a,space,enter,enter,f,space,a,1209,2198,16588,3797,2590,4198,1209,2,psycho,834,1536,24,864,24,0,0,1536,1670225351892,1024,2,48000,-16,experiment,1,odd,Win32,seahorse,143070,36,36,36,114114,139537,35,142344,143003,141820,36,16637,20437,35434,143103,144320,36,143037,143103,ExPsyLing2022_Class1,47,46918,53,animal,yes,1024
89,89,886,886,black,no,block1,1,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36 Edg/107.0.1418.62",psycho,psycho,psycho,0,semi-scrambled,uniform,1,1,f,53,0,0,0,53,53,0,0,53,53,53,0,0,0,0,53,53,0,0,53,53,53,05-11-22,05-11-22,08:28:06,Mon Dec 05 2022 08:28:06 GMT+0100 (Central European Standard Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,997,3.6.1,psycho,psycho,7,osweb,1.4.11,1,pianrsp,268,,,0,f,space,enter,enter,f,space,f,952,2198,16588,3797,2590,4198,952,2,psycho,834,1536,24,864,24,0,0,1536,1670225351892,1024,2,48000,-16,experiment,1,odd,Win32,parsnip,145570,36,36,36,114114,144320,35,144843,145503,141820,36,16637,20437,35434,145603,146569,36,145536,145603,ExPsyLing2022_Class1,48,47870,54,fruit_veg,yes,1024
89,89,875,875,black,no,block1,1,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36 Edg/107.0.1418.62",psycho,psycho,psycho,0,fully-scrambled,uniform,1,1,a,54,0,0,0,54,54,0,0,54,54,54,0,0,0,0,54,54,0,0,54,54,54,05-11-22,05-11-22,08:28:06,Mon Dec 05 2022 08:28:06 GMT+0100 (Central European Standard Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,997,3.6.1,psycho,psycho,5,osweb,1.4.11,1,noibs,268,,,0,a,space,enter,enter,f,space,a,235,2198,16588,3797,2590,4198,235,2,psycho,834,1536,24,864,24,0,0,1536,1670225351892,1024,2,48000,-16,experiment,1,odd,Win32,bison,147819,36,36,36,114114,146570,35,147093,147753,141820,36,16637,20437,35434,147853,148102,36,147786,147853,ExPsyLing2022_Class1,49,48105,55,animal,yes,1024
89,89,874,874,black,no,block1,1,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36 Edg/107.0.1418.62",psycho,psycho,psycho,0,fully-scrambled,uniform,1,1,a,55,0,0,0,55,55,0,0,55,55,55,0,0,0,0,55,55,0,0,55,55,55,05-11-22,05-11-22,08:28:06,Mon Dec 05 2022 08:28:06 GMT+0100 (Central European Standard Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,997,3.6.1,psycho,psycho,7,osweb,1.4.11,1,ocaornc,268,,,0,a,space,enter,enter,f,space,a,827,2198,16588,3797,2590,4198,827,2,psycho,834,1536,24,864,24,0,0,1536,1670225351892,1024,2,48000,-16,experiment,1,odd,Win32,raccoon,149352,36,36,36,114114,148103,35,148627,149286,141820,36,16637,20437,35434,149386,150219,36,149319,149386,ExPsyLing2022_Class1,50,48932,56,animal,yes,1024
89,89,867,867,black,no,block1,1,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36 Edg/107.0.1418.62",psycho,psycho,psycho,0,identical,uniform,1,1,f,56,0,0,0,56,56,0,0,56,56,56,0,0,0,0,56,56,0,0,56,56,56,05-11-22,05-11-22,08:28:06,Mon Dec 05 2022 08:28:06 GMT+0100 (Central European Standard Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,997,3.6.1,psycho,psycho,7,osweb,1.4.11,1,apricot,268,,,0,f,space,enter,enter,f,space,f,484,2198,16588,3797,2590,4198,484,2,psycho,834,1536,24,864,24,0,0,1536,1670225351892,1024,2,48000,-16,experiment,1,odd,Win32,apricot,151469,36,36,36,114114,150219,35,150743,151402,141820,36,16637,20437,35434,151502,152002,36,151435,151502,ExPsyLing2022_Class1,51,49416,57,fruit_veg,yes,1024
90,90,868,868,black,no,block1,1,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36 Edg/107.0.1418.62",psycho,psycho,psycho,0,identical,uniform,1,1,f,57,0,0,0,57,57,0,0,57,57,57,0,0,0,0,57,57,0,0,57,57,57,05-11-22,05-11-22,08:28:06,Mon Dec 05 2022 08:28:06 GMT+0100 (Central European Standard Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,997,3.6.1,psycho,psycho,8,osweb,1.4.11,1,chickpea,268,,,0,f,space,enter,enter,f,space,f,917,2198,16588,3797,2590,4198,917,2,psycho,834,1536,24,864,24,0,0,1536,1670225351892,1024,2,48000,-16,experiment,1,odd,Win32,chickpea,153252,36,36,36,114114,152002,35,152526,153185,141820,36,16637,20437,35434,153285,154219,36,153218,153285,ExPsyLing2022_Class1,52,50333,58,fruit_veg,yes,1024
90,90,864,864,black,no,block1,1,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36 Edg/107.0.1418.62",psycho,psycho,psycho,0,fully-scrambled,uniform,1,1,f,58,0,0,0,58,58,0,0,58,58,58,0,0,0,0,58,58,0,0,58,58,58,05-11-22,05-11-22,08:28:06,Mon Dec 05 2022 08:28:06 GMT+0100 (Central European Standard Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,997,3.6.1,psycho,psycho,8,osweb,1.4.11,1,coblocir,268,,,0,f,space,enter,enter,f,space,f,623,2198,16588,3797,2590,4198,623,2,psycho,834,1536,24,864,24,0,0,1536,1670225351892,1024,2,48000,-16,experiment,1,odd,Win32,broccoli,155468,36,36,36,114114,154219,35,154742,155402,141820,36,16637,20437,35434,155502,156135,36,155435,155502,ExPsyLing2022_Class1,53,50956,59,fruit_veg,yes,1024
90,90,857,857,black,no,block1,1,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36 Edg/107.0.1418.62",psycho,psycho,psycho,0,identical,uniform,1,1,f,59,0,0,0,59,59,0,0,59,59,59,0,0,0,0,59,59,0,0,59,59,59,05-11-22,05-11-22,08:28:06,Mon Dec 05 2022 08:28:06 GMT+0100 (Central European Standard Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,997,3.6.1,psycho,psycho,5,osweb,1.4.11,1,peach,268,,,0,f,space,enter,enter,f,space,f,472,2198,16588,3797,2590,4198,472,2,psycho,834,1536,24,864,24,0,0,1536,1670225351892,1024,2,48000,-16,experiment,1,odd,Win32,peach,157385,36,36,36,114114,156136,35,156659,157318,141820,36,16637,20437,35434,157418,157902,36,157351,157418,ExPsyLing2022_Class1,54,51428,60,fruit_veg,yes,1024
90,90,854,854,black,no,block1,1,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36 Edg/107.0.1418.62",psycho,psycho,psycho,0,fully-scrambled,uniform,1,1,a,60,0,0,0,60,60,0,0,60,60,60,0,0,0,0,60,60,0,0,60,60,60,05-11-22,05-11-22,08:28:06,Mon Dec 05 2022 08:28:06 GMT+0100 (Central European Standard Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,997,3.6.1,psycho,psycho,4,osweb,1.4.11,1,niol,268,,,0,a,space,enter,enter,f,space,a,655,2198,16588,3797,2590,4198,655,2,psycho,834,1536,24,864,24,0,0,1536,1670225351892,1024,2,48000,-16,experiment,1,odd,Win32,lion,159168,36,36,36,114114,157902,35,158425,159085,141820,36,16637,20437,35434,159201,159868,36,159134,159201,ExPsyLing2022_Class1,55,52083,61,animal,yes,1024
90,90,851,851,black,no,block1,1,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36 Edg/107.0.1418.62",psycho,psycho,psycho,0,identical,uniform,1,1,a,61,0,0,0,61,61,0,0,61,61,61,0,0,0,0,61,61,0,0,61,61,61,05-11-22,05-11-22,08:28:06,Mon Dec 05 2022 08:28:06 GMT+0100 (Central European Standard Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,997,3.6.1,psycho,psycho,8,osweb,1.4.11,1,chipmunk,268,,,0,a,space,enter,enter,f,space,a,705,2198,16588,3797,2590,4198,705,2,psycho,834,1536,24,864,24,0,0,1536,1670225351892,1024,2,48000,-16,experiment,1,odd,Win32,chipmunk,161134,36,36,36,114114,159868,35,160392,161052,141820,36,16637,20437,35434,161168,161884,36,161101,161168,ExPsyLing2022_Class1,56,52788,62,animal,yes,1024
90,90,849,849,black,no,block1,1,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36 Edg/107.0.1418.62",psycho,psycho,psycho,0,identical,uniform,1,1,a,62,0,0,0,62,62,0,0,62,62,62,0,0,0,0,62,62,0,0,62,62,62,05-11-22,05-11-22,08:28:06,Mon Dec 05 2022 08:28:06 GMT+0100 (Central European Standard Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,997,3.6.1,psycho,psycho,4,osweb,1.4.11,1,bull,268,,,0,a,space,enter,enter,f,space,a,671,2198,16588,3797,2590,4198,671,2,psycho,834,1536,24,864,24,0,0,1536,1670225351892,1024,2,48000,-16,experiment,1,odd,Win32,bull,163151,36,36,36,114114,161885,35,162408,163068,141820,36,16637,20437,35434,163184,163867,36,163117,163184,ExPsyLing2022_Class1,57,53459,63,animal,yes,1024
91,91,855,855,black,no,block1,1,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36 Edg/107.0.1418.62",psycho,psycho,psycho,0,fully-scrambled,uniform,1,1,a,63,0,0,0,63,63,0,0,63,63,63,0,0,0,0,63,63,0,0,63,63,63,05-11-22,05-11-22,08:28:06,Mon Dec 05 2022 08:28:06 GMT+0100 (Central European Standard Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,997,3.6.1,psycho,psycho,6,osweb,1.4.11,1,ebreav,268,,,0,a,space,enter,enter,f,space,a,1275,2198,16588,3797,2590,4198,1275,2,psycho,834,1536,24,864,24,0,0,1536,1670225351892,1024,2,48000,-16,experiment,1,odd,Win32,beaver,165117,36,36,36,114114,163868,35,164391,165050,141820,36,16637,20437,35434,165150,166434,36,165084,165150,ExPsyLing2022_Class1,58,54734,64,animal,yes,1024
89,89,873,873,black,no,block1,1,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36 Edg/107.0.1418.62",psycho,psycho,psycho,0,fully-scrambled,uniform,0,0,f,64,0,0,0,64,64,0,0,64,64,64,0,0,0,0,64,64,0,0,64,64,64,05-11-22,05-11-22,08:28:06,Mon Dec 05 2022 08:28:06 GMT+0100 (Central European Standard Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,997,3.6.1,psycho,psycho,4,osweb,1.4.11,1,opem,268,,,0,None,space,enter,enter,f,space,None,2016,2198,16588,3797,2590,4198,2016,2,psycho,834,1536,24,864,24,0,0,1536,1670225351892,1024,2,48000,-16,experiment,1,odd,Win32,pome,167683,36,36,36,114114,166434,35,166957,167617,141820,36,16637,20437,35434,167717,169733,36,167650,167717,ExPsyLing2022_Class1,58,56750,65,fruit_veg,yes,1024
89,89,868,868,black,no,block1,1,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36 Edg/107.0.1418.62",psycho,psycho,psycho,0,semi-scrambled,uniform,1,1,a,65,0,0,0,65,65,0,0,65,65,65,0,0,0,0,65,65,0,0,65,65,65,05-11-22,05-11-22,08:28:06,Mon Dec 05 2022 08:28:06 GMT+0100 (Central European Standard Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,997,3.6.1,psycho,psycho,6,osweb,1.4.11,1,dekony,268,,,0,a,space,enter,enter,f,space,a,526,2198,16588,3797,2590,4198,526,2,psycho,834,1536,24,864,24,0,0,1536,1670225351892,1024,2,48000,-16,experiment,1,odd,Win32,donkey,170983,36,36,36,114114,166434,35,170257,170916,169733,36,16637,20437,35434,171016,171549,36,170950,171016,ExPsyLing2022_Class1,59,57276,66,animal,yes,1024
