"A","B","C","D","Dot2Dur","DotDur","E","F","G","H","ISIdur","NumDur","acc","accuracy","antal_rigtige","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_intro_1","correct_number_input_1","correct_number_input_2","correct_response","count_Feedback","count_Feedback_sequence","count_ISI","count_Intro","count_PauseDot","count_digit_feedback","count_digit_intro","count_digit_loop_1","count_dot","count_experiment","count_feedback_sequence_1","count_get_input_digits","count_get_input_letters","count_get_input_loop_1","count_get_input_loop_2","count_get_input_sequence_1","count_get_input_sequence_2","count_init_1","count_init_2","count_intro_1","count_letter_feedback","count_letter_intro","count_letter_loop_1","count_new_inline_javascript_1","count_new_sketchpad","count_number_input_1","count_number_input_2","count_process_input_1","count_process_input_2","count_report_1","count_report_2","count_response_logger_1","count_response_logger_2","count_set_time_vars","count_stimA_1","count_stimA_2","count_stimB_1","count_stimB_2","count_stimC_1","count_stimC_2","count_stimD_1","count_stimD_2","count_stimE_1","count_stimE_2","count_stimF_1","count_stimF_2","count_stimG_1","count_stimG_2","count_stimH_1","count_stimH_2","count_tjek_rigtige","count_tjek_rigtige2","count_trial_sequence_1","count_trial_sequence_2","datetime","description","disable_garbage_collection","empty_column","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_get_input_loop_2","live_row_letter_loop_1","logfile","mouse_backend","multichar_response","opensesame_codename","opensesame_version","repeat_cycle","response","response_Feedback","response_Intro","response_digit_feedback","response_digit_intro","response_intro_1","response_letter_feedback","response_letter_intro","response_new_sketchpad","response_number_input_1","response_number_input_2","response_time","response_time_Feedback","response_time_Intro","response_time_digit_feedback","response_time_digit_intro","response_time_intro_1","response_time_letter_feedback","response_time_letter_intro","response_time_new_sketchpad","response_time_number_input_1","response_time_number_input_2","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","span","start","subject_nr","subject_parity","time_Feedback","time_Feedback_sequence","time_ISI","time_Intro","time_PauseDot","time_digit_feedback","time_digit_intro","time_digit_loop_1","time_dot","time_experiment","time_feedback_sequence_1","time_get_input_digits","time_get_input_letters","time_get_input_loop_1","time_get_input_loop_2","time_get_input_sequence_1","time_get_input_sequence_2","time_init_1","time_init_2","time_intro_1","time_letter_feedback","time_letter_intro","time_letter_loop_1","time_new_inline_javascript_1","time_new_sketchpad","time_number_input_1","time_number_input_2","time_process_input_1","time_process_input_2","time_report_1","time_report_2","time_response_logger_1","time_response_logger_2","time_set_time_vars","time_stimA_1","time_stimA_2","time_stimB_1","time_stimB_2","time_stimC_1","time_stimC_2","time_stimD_1","time_stimD_2","time_stimE_1","time_stimE_2","time_stimF_1","time_stimF_2","time_stimG_1","time_stimG_2","time_stimH_1","time_stimH_2","time_tjek_rigtige","time_tjek_rigtige2","time_trial_sequence_1","time_trial_sequence_2","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"v","j","y","w","1500","3000","w","w","w","w","500","750","0","0","1","1238.5","1238.5","#818082","legacy","legacy","legacy","0","letters","uniform","0","undefined","NA","0","vjy","NA","0","6","NA","0","NA","NA","0","0","0","0","NA","3","NA","0","NA","3","NA","0","0","NA","NA","0","NA","NA","NA","3","NA","3","NA","0","NA","0","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","0","0","NA","NA","0","Wed Sep 16 09:20:58 2020","The main experiment item","yes","","MemorySpan_2.osexp","/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan/experiment_files","no","mono","no","18","no","white","no","no","768","legacy","4","4","0","/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan/experiment_files/subject-0.csv","legacy","vjy","Lentiform Loewenfeld","3.3.3","0","return","NA","NA","NA","NA","space","NA","NA","NA","NA","return","2208","NA","NA","NA","NA","11057","NA","NA","NA","NA","2208","2","legacy","1024","2","48000","-16","3","experiment","0","even","NA","NA","21551","NA","13426","NA","NA","NA","22186","1953","NA","NA","28684","NA","25186","NA","28542","NA","13281","2115","NA","NA","13192","NA","NA","NA","28684","NA","30893","NA","25186","NA","30948","13192","NA","15074","NA","16595","NA","18122","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","30948","NA","NA","13281","MemorySpan_1","0","4954","4","yes","1024"
