browser_codename,browser_name,browser_version,condition,congruence,correct,counterbalance,date_startdate,date_startdateUTC,date_starttime,experiment_debug,experiment_parameters,experiment_pilot,experiment_taskname,experiment_taskversion,jatosStudyResultId,jatosVersion,prime,queryParams_batchId,queryParams_jatosWorkerId,response_time,screen_availableHeight,screen_availableWidth,screen_colorDepth,screen_height,screen_pixelDepth,screen_screenX,screen_screenY,screen_width,soa_condition,system_os,target,time_mask1,time_mask2,time_prime
Mozilla,Netscape,5.0 (Macintosh),Inc_Nat_Synth,incongruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,mice,-1,1,978,1175,1920,30,1200,30,118,121,1920,short,MacIntel,TOOLS,50716,50799,50751
Mozilla,Netscape,5.0 (Macintosh),Inc_Synth_Nat,incongruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,rail,-1,1,2016,1175,1920,30,1200,30,118,121,1920,short,MacIntel,SQUID,52399,52484,52449
Mozilla,Netscape,5.0 (Macintosh),Inc_Synth_Synth,incongruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,kiosk,-1,1,2015,1175,1920,30,1200,30,118,121,1920,short,MacIntel,SOFA,55116,55202,55168
Mozilla,Netscape,5.0 (Macintosh),Con_Nat,congruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,deer,-1,1,2015,1175,1920,30,1200,30,118,121,1920,short,MacIntel,DEER,57833,57916,57881
Mozilla,Netscape,5.0 (Macintosh),Inc_Nat_Synth,incongruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,leaf,-1,1,2016,1175,1920,30,1200,30,118,121,1920,short,MacIntel,COIN,60550,60649,60600
Mozilla,Netscape,5.0 (Macintosh),Inc_Nat_Nat,incongruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,grape,-1,1,2015,1175,1920,30,1200,30,118,121,1920,short,MacIntel,LLAMA,63282,63365,63315
Mozilla,Netscape,5.0 (Macintosh),Con_Nat,congruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,goose,-1,1,2016,1175,1920,30,1200,30,118,121,1920,short,MacIntel,GOOSE,65999,66082,66048
Mozilla,Netscape,5.0 (Macintosh),Inc_Nat_Nat,incongruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,fern,-1,1,2014,1175,1920,30,1200,30,118,121,1920,short,MacIntel,PETAL,68716,68801,68765
Mozilla,Netscape,5.0 (Macintosh),Inc_Nat_Synth,incongruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,melon,-1,1,2016,1175,1920,30,1200,30,118,121,1920,short,MacIntel,HOSE,71432,71516,71465
Mozilla,Netscape,5.0 (Macintosh),Inc_Synth_Nat,incongruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,torch,-1,1,2016,1175,1920,30,1200,30,118,121,1920,short,MacIntel,CHIMP,74149,74232,74198
Mozilla,Netscape,5.0 (Macintosh),Inc_Synth_Synth,incongruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,sash,-1,1,2016,1175,1920,30,1200,30,118,121,1920,short,MacIntel,CLOTH,76866,76965,76915
Mozilla,Netscape,5.0 (Macintosh),Inc_Nat_Nat,incongruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,cobra,-1,1,2016,1175,1920,30,1200,30,118,121,1920,short,MacIntel,TWIG,79583,79665,79631
Mozilla,Netscape,5.0 (Macintosh),Inc_Nat_Synth,incongruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,water,-1,1,2015,1175,1920,30,1200,30,118,121,1920,short,MacIntel,MEDAL,82301,82383,82348
Mozilla,Netscape,5.0 (Macintosh),Inc_Nat_Nat,incongruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,lime,-1,1,2016,1175,1920,30,1200,30,118,121,1920,short,MacIntel,GULLY,85015,85083,85049
Mozilla,Netscape,5.0 (Macintosh),Con_Nat,congruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,worm,-1,1,2016,1175,1920,30,1200,30,118,121,1920,short,MacIntel,WORM,87717,87799,87765
Mozilla,Netscape,5.0 (Macintosh),Con_Synth,congruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,bike,-1,1,2015,1175,1920,30,1200,30,118,121,1920,short,MacIntel,BIKE,90432,90516,90481
Mozilla,Netscape,5.0 (Macintosh),Inc_Synth_Nat,incongruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,arena,-1,1,2016,1175,1920,30,1200,30,118,121,1920,short,MacIntel,VINE,93149,93249,93199
Mozilla,Netscape,5.0 (Macintosh),Con_Nat,congruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,tiger,-1,1,2016,1175,1920,30,1200,30,118,121,1920,short,MacIntel,TIGER,95882,95968,95916
Mozilla,Netscape,5.0 (Macintosh),Inc_Synth_Nat,incongruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,spear,-1,1,2015,1175,1920,30,1200,30,118,121,1920,short,MacIntel,MOTH,98599,98681,98648
Mozilla,Netscape,5.0 (Macintosh),Con_Nat,congruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,hawk,-1,1,2015,1175,1920,30,1200,30,118,121,1920,short,MacIntel,HAWK,101316,101416,101365
Mozilla,Netscape,5.0 (Macintosh),Inc_Nat_Nat,incongruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,berry,-1,1,2016,1175,1920,30,1200,30,118,121,1920,short,MacIntel,OTTER,104049,104131,104098
Mozilla,Netscape,5.0 (Macintosh),Con_Nat,congruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,seed,-1,1,2001,1175,1920,30,1200,30,118,121,1920,short,MacIntel,SEED,106749,106832,106798
Mozilla,Netscape,5.0 (Macintosh),Con_Synth,congruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,drug,-1,1,2015,1175,1920,30,1200,30,118,121,1920,short,MacIntel,DRUG,109452,109550,109502
Mozilla,Netscape,5.0 (Macintosh),Inc_Synth_Nat,incongruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,harp,-1,1,2013,1175,1920,30,1200,30,118,121,1920,short,MacIntel,SNAIL,112183,112283,112232
Mozilla,Netscape,5.0 (Macintosh),Inc_Nat_Synth,incongruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,toad,-1,1,2016,1175,1920,30,1200,30,118,121,1920,short,MacIntel,GLOVE,114900,114999,114950
Mozilla,Netscape,5.0 (Macintosh),Inc_Synth_Synth,incongruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,silo,-1,1,2016,1175,1920,30,1200,30,118,121,1920,short,MacIntel,PLAZA,117632,117715,117681
Mozilla,Netscape,5.0 (Macintosh),Con_Synth,congruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,tower,-1,1,2016,1175,1920,30,1200,30,118,121,1920,short,MacIntel,TOWER,120332,120432,120382
Mozilla,Netscape,5.0 (Macintosh),Con_Synth,congruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,gate,-1,1,2014,1175,1920,30,1200,30,118,121,1920,short,MacIntel,GATE,123066,123165,123116
Mozilla,Netscape,5.0 (Macintosh),Inc_Nat_Synth,incongruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,crow,-1,1,2016,1175,1920,30,1200,30,118,121,1920,short,MacIntel,YACHT,125799,125885,125835
Mozilla,Netscape,5.0 (Macintosh),Con_Synth,congruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,rope,-1,1,2015,1175,1920,30,1200,30,118,121,1920,short,MacIntel,ROPE,128515,128599,128549
Mozilla,Netscape,5.0 (Macintosh),Inc_Synth_Synth,incongruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,ladle,-1,1,2015,1175,1920,30,1200,30,118,121,1920,short,MacIntel,CAFÉ,131234,131331,131282
Mozilla,Netscape,5.0 (Macintosh),Inc_Synth_Synth,incongruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,wharf,-1,1,2014,1175,1920,30,1200,30,118,121,1920,short,MacIntel,RAZOR,133952,134048,133998
Mozilla,Netscape,5.0 (Macintosh),Nat_Nat_Synth,incongruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,finch,-1,1,2015,1175,1920,30,1200,30,118,121,1920,short,MacIntel,SLOTH,136682,136764,136731
Mozilla,Netscape,5.0 (Macintosh),Inc_Synth_Synth,incongruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,patio,-1,1,2016,1175,1920,30,1200,30,118,121,1920,short,MacIntel,SPOON,139382,139449,139415
Mozilla,Netscape,5.0 (Macintosh),Con_Nat,congruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,cave,-1,1,2016,1175,1920,30,1200,30,118,121,1920,short,MacIntel,CAVE,142081,142165,142115
Mozilla,Netscape,5.0 (Macintosh),Con_Synth,congruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,toast,-1,1,2015,1175,1920,30,1200,30,118,121,1920,short,MacIntel,TOAST,144799,144881,144832
Mozilla,Netscape,5.0 (Macintosh),Con_Synth,congruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,belt,-1,1,2016,1175,1920,30,1200,30,118,121,1920,short,MacIntel,BELT,147498,147598,147548
Mozilla,Netscape,5.0 (Macintosh),Inc_Synth_Nat,incongruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,ruler,-1,1,2016,1175,1920,30,1200,30,118,121,1920,short,MacIntel,PANSY,150233,150331,150282
Mozilla,Netscape,5.0 (Macintosh),Con_Synth,congruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,doll,-1,1,2016,1175,1920,30,1200,30,118,121,1920,short,MacIntel,DOLL,152948,153033,152982
Mozilla,Netscape,5.0 (Macintosh),Con_Synth,congruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,coat,-1,1,2016,1175,1920,30,1200,30,118,121,1920,short,MacIntel,COAT,155666,155737,155699
Mozilla,Netscape,5.0 (Macintosh),Con_Nat,congruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,whale,-1,1,2015,1175,1920,30,1200,30,118,121,1920,short,MacIntel,WHALE,158350,158449,158398
Mozilla,Netscape,5.0 (Macintosh),Inc_Nat_Synth,incongruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,peach,-1,1,2015,1175,1920,30,1200,30,118,121,1920,short,MacIntel,SHED,161082,161166,161131
Mozilla,Netscape,5.0 (Macintosh),Con_Synth,congruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,paint,-1,1,2015,1175,1920,30,1200,30,118,121,1920,short,MacIntel,PAINT,163799,163883,163848
Mozilla,Netscape,5.0 (Macintosh),Con_Nat,congruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,creek,-1,1,2017,1175,1920,30,1200,30,118,121,1920,short,MacIntel,CREEK,166518,166599,166564
Mozilla,Netscape,5.0 (Macintosh),Inc_Synth_Nat,incongruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,rake,-1,1,2017,1175,1920,30,1200,30,118,121,1920,short,MacIntel,HUSKY,169232,169332,169282
Mozilla,Netscape,5.0 (Macintosh),Inc_Nat_Synth,incongruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,camel,-1,1,2014,1175,1920,30,1200,30,118,121,1920,short,MacIntel,BENCH,171966,172065,172015
Mozilla,Netscape,5.0 (Macintosh),Con_Nat,congruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,daisy,-1,1,2014,1175,1920,30,1200,30,118,121,1920,short,MacIntel,DAISY,174683,174768,174732
Mozilla,Netscape,5.0 (Macintosh),Con_Synth,congruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,bread,-1,1,2015,1175,1920,30,1200,30,118,121,1920,short,MacIntel,BREAD,177400,177497,177448
Mozilla,Netscape,5.0 (Macintosh),Con_Nat,congruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,corn,-1,1,2016,1175,1920,30,1200,30,118,121,1920,short,MacIntel,CORN,180115,180198,180165
Mozilla,Netscape,5.0 (Macintosh),Con_Nat,congruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,soil,-1,1,2017,1175,1920,30,1200,30,118,121,1920,short,MacIntel,SOIL,182816,182898,182849
Mozilla,Netscape,5.0 (Macintosh),Inc_Synth_Synth,incongruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,spade,-1,1,2016,1175,1920,30,1200,30,118,121,1920,short,MacIntel,SHELF,185532,185615,185581
Mozilla,Netscape,5.0 (Macintosh),Con_Synth,congruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,scarf,-1,1,74,1175,1920,30,1200,30,118,121,1920,long,MacIntel,SCARF,185532,323715,323681
Mozilla,Netscape,5.0 (Macintosh),Inc_Synth_Nat,incongruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,mall,-1,1,2015,1175,1920,30,1200,30,118,121,1920,long,MacIntel,BUSH,185532,324514,324466
Mozilla,Netscape,5.0 (Macintosh),Con_Synth,congruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,arrow,-1,1,2015,1175,1920,30,1200,30,118,121,1920,long,MacIntel,ARROW,185532,327249,327215
Mozilla,Netscape,5.0 (Macintosh),Con_Synth,congruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,flute,-1,1,2016,1175,1920,30,1200,30,118,121,1920,long,MacIntel,FLUTE,185532,330014,329966
Mozilla,Netscape,5.0 (Macintosh),Inc_Synth_Synth,incongruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,taxi,-1,1,2016,1175,1920,30,1200,30,118,121,1920,long,MacIntel,CHAIN,185532,332764,332715
Mozilla,Netscape,5.0 (Macintosh),Con_Nat,congruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,slug,-1,1,2016,1175,1920,30,1200,30,118,121,1920,long,MacIntel,SLUG,185532,335514,335465
Mozilla,Netscape,5.0 (Macintosh),Inc_Synth_Nat,incongruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,pipe,-1,1,2017,1175,1920,30,1200,30,118,121,1920,long,MacIntel,LION,185532,338264,338215
Mozilla,Netscape,5.0 (Macintosh),Con_Nat,congruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,plum,-1,1,2016,1175,1920,30,1200,30,118,121,1920,long,MacIntel,PLUM,185532,340998,340965
Mozilla,Netscape,5.0 (Macintosh),Con_Synth,congruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,linen,-1,1,2016,1175,1920,30,1200,30,118,121,1920,long,MacIntel,LINEN,185532,343748,343699
Mozilla,Netscape,5.0 (Macintosh),Con_Synth,congruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,flask,-1,1,2015,1175,1920,30,1200,30,118,121,1920,long,MacIntel,FLASK,185532,346514,346466
Mozilla,Netscape,5.0 (Macintosh),Con_Synth,congruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,tongs,-1,1,2001,1175,1920,30,1200,30,118,121,1920,long,MacIntel,TONGS,185532,349248,349215
Mozilla,Netscape,5.0 (Macintosh),Con_Synth,congruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,canon,-1,1,2016,1175,1920,30,1200,30,118,121,1920,long,MacIntel,CANON,185532,351999,351948
Mozilla,Netscape,5.0 (Macintosh),Inc_Nat_Synth,incongruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,olive,-1,1,2015,1175,1920,30,1200,30,118,121,1920,long,MacIntel,MOTOR,185532,354730,354697
Mozilla,Netscape,5.0 (Macintosh),Inc_Nat_Nat,incongruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,bunny,-1,1,2015,1175,1920,30,1200,30,118,121,1920,long,MacIntel,ROSE,185532,357482,357434
Mozilla,Netscape,5.0 (Macintosh),Inc_Synth_Synth,incongruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,bell,-1,1,2017,1175,1920,30,1200,30,118,121,1920,long,MacIntel,WHEEL,185532,360248,360198
Mozilla,Netscape,5.0 (Macintosh),Inc_Synth_Synth,incongruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,cake,-1,1,2016,1175,1920,30,1200,30,118,121,1920,long,MacIntel,TRASH,185532,362981,362948
Mozilla,Netscape,5.0 (Macintosh),Con_Nat,congruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,pear,-1,1,2017,1175,1920,30,1200,30,118,121,1920,long,MacIntel,PEAR,185532,365749,365700
Mozilla,Netscape,5.0 (Macintosh),Inc_Synth_Synth,incongruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,desk,-1,1,2016,1175,1920,30,1200,30,118,121,1920,long,MacIntel,CANDY,185532,368514,368465
Mozilla,Netscape,5.0 (Macintosh),Inc_Nat_Nat,incongruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,ocean,-1,1,2016,1175,1920,30,1200,30,118,121,1920,long,MacIntel,TREE,185532,371264,371215
Mozilla,Netscape,5.0 (Macintosh),Inc_Nat_Synth,incongruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,wheat,-1,1,2017,1175,1920,30,1200,30,118,121,1920,long,MacIntel,BRICK,185532,374015,373981
Mozilla,Netscape,5.0 (Macintosh),Con_Nat,congruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,moss,-1,1,2015,1175,1920,30,1200,30,118,121,1920,long,MacIntel,MOSS,185532,376781,376732
Mozilla,Netscape,5.0 (Macintosh),Inc_Nat_Nat,incongruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,sheep,-1,1,2017,1175,1920,30,1200,30,118,121,1920,long,MacIntel,BULL,185532,379515,379473
Mozilla,Netscape,5.0 (Macintosh),Con_Synth,congruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,jeans,-1,1,2017,1175,1920,30,1200,30,118,121,1920,long,MacIntel,JEANS,185532,382266,382215
Mozilla,Netscape,5.0 (Macintosh),Con_Nat,congruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,swan,-1,1,2013,1175,1920,30,1200,30,118,121,1920,long,MacIntel,SWAN,185532,385031,384981
Mozilla,Netscape,5.0 (Macintosh),Con_Nat,congruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,hare,-1,1,2015,1175,1920,30,1200,30,118,121,1920,long,MacIntel,HARE,185532,387798,387750
Mozilla,Netscape,5.0 (Macintosh),Inc_Nat_Synth,incongruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,cloud,-1,1,2015,1175,1920,30,1200,30,118,121,1920,long,MacIntel,MOTEL,185532,390548,390499
Mozilla,Netscape,5.0 (Macintosh),Inc_Synth_Nat,incongruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,sink,-1,1,2016,1175,1920,30,1200,30,118,121,1920,long,MacIntel,LAMB,185532,393315,393266
Mozilla,Netscape,5.0 (Macintosh),Con_Nat,congruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,stone,-1,1,2017,1175,1920,30,1200,30,118,121,1920,long,MacIntel,STONE,185532,396065,396015
Mozilla,Netscape,5.0 (Macintosh),Inc_Nat_Nat,incongruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,fruit,-1,1,2015,1175,1920,30,1200,30,118,121,1920,long,MacIntel,BEAR,185532,398799,398765
Mozilla,Netscape,5.0 (Macintosh),Con_Nat,congruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,boar,-1,1,2016,1175,1920,30,1200,30,118,121,1920,long,MacIntel,BOAR,185532,401549,401499
Mozilla,Netscape,5.0 (Macintosh),Inc_Synth_Nat,incongruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,barn,-1,1,2015,1175,1920,30,1200,30,118,121,1920,long,MacIntel,TUNA,185532,404299,404253
Mozilla,Netscape,5.0 (Macintosh),Con_Synth,congruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,crate,-1,1,2015,1175,1920,30,1200,30,118,121,1920,long,MacIntel,CRATE,185532,407064,407016
Mozilla,Netscape,5.0 (Macintosh),Inc_Nat_Synth,incongruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,moose,-1,1,2015,1175,1920,30,1200,30,118,121,1920,long,MacIntel,PORCH,185532,409815,409781
Mozilla,Netscape,5.0 (Macintosh),Con_Nat,congruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,earth,-1,1,2016,1175,1920,30,1200,30,118,121,1920,long,MacIntel,EARTH,185532,412566,412514
Mozilla,Netscape,5.0 (Macintosh),Con_Synth,congruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,stove,-1,1,2015,1175,1920,30,1200,30,118,121,1920,long,MacIntel,STOVE,185532,415330,415281
Mozilla,Netscape,5.0 (Macintosh),Inc_Nat_Nat,incongruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,storm,-1,1,2015,1175,1920,30,1200,30,118,121,1920,long,MacIntel,LAND,185532,418081,418031
Mozilla,Netscape,5.0 (Macintosh),Con_Nat,congruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,crab,-1,1,2015,1175,1920,30,1200,30,118,121,1920,long,MacIntel,CRAB,185532,420848,420798
Mozilla,Netscape,5.0 (Macintosh),Inc_Synth_Nat,incongruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,soap,-1,1,2017,1175,1920,30,1200,30,118,121,1920,long,MacIntel,PONY,185532,423596,423563
Mozilla,Netscape,5.0 (Macintosh),Inc_Synth_Synth,incongruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,deck,-1,1,2016,1175,1920,30,1200,30,118,121,1920,long,MacIntel,PLATE,185532,426332,426299
Mozilla,Netscape,5.0 (Macintosh),Con_Synth,congruent,0,A,02-10-22,02-10-22,15:09:49,0,0,0,0,0,767,3.6.1,ferry,-1,1,2014,1175,1920,30,1200,30,118,121,1920,long,MacIntel,FERRY,185532,429097,429048
