"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","compensation","condition","congruence","coordinates","correct","correct_keyboard_response_short","correct_response","count_experiment","count_fixation","count_keyboard_response_short","count_logger_short","count_mask1","count_mask2","count_mask3","count_new_sequence","count_prime","count_short_loop","count_target","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_short_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","prime","repeat_cycle","response","response_keyboard_response_short","response_time","response_time_keyboard_response_short","round_decimals","sampler_backend","soa_condition","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_experiment","time_fixation","time_keyboard_response_short","time_logger_short","time_mask1","time_mask2","time_mask3","time_new_sequence","time_prime","time_short_loop","time_target","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"90.47619047619048","90.47619047619048","672.3965794385765","672.3965794385765","black","psycho","psycho","psycho","0","Inc_Synth_Nat","short","uniform","1","1","n","0","20","20","20","20","20","20","20","20","0","20","Thu Oct 27 14:17:39 2022","The main experiment item","yes","Masked_repetition_priming.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment","no","mono","no","18","no","white","no","yes","768","psycho","20","20","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment/subject-1.csv","psycho","Lentiform Loewenfeld","3.3.12","silo","0","n","n","753.2934580231085","753.2934580231085","2","psycho","incongruent","1024","2","48000","-16","experiment","1","odd","otter","5130.033791007008","88471.72899998259","91861.33108299691","92616.03445798391","91478.65466598887","91757.1924579679","91827.36374996603","88468.81387499161","91790.9566250164","5130.218832986429","91861.20787501568","Masked_repetition_priming","19","14120.328168210108","21","yes","1024"
"90.9090909090909","90.9090909090909","674.0133618295658","674.0133618295658","black","psycho","psycho","psycho","0","Inc_Synth_Nat","short","uniform","1","1","n","0","21","21","21","21","21","21","21","21","0","21","Thu Oct 27 14:17:39 2022","The main experiment item","yes","Masked_repetition_priming.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment","no","mono","no","18","no","white","no","yes","768","psycho","21","21","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment/subject-1.csv","psycho","Lentiform Loewenfeld","3.3.12","arena","0","n","n","707.9657920403406","707.9657920403406","2","psycho","incongruent","1024","2","48000","-16","experiment","1","odd","vine","5130.033791007008","92687.26287496975","96076.4689159696","96785.83783301292","95694.42449999042","95972.81841601944","96042.42766601965","92684.14383300114","96006.53687497834","5130.218832986429","96076.33120799437","Masked_repetition_priming","20","14828.293960250448","22","yes","1024"
"91.30434782608695","91.30434782608695","704.1632392261502","704.1632392261502","black","psycho","psycho","psycho","0","Con_Nat","short","uniform","1","1","n","0","22","22","22","22","22","22","22","22","0","22","Thu Oct 27 14:17:39 2022","The main experiment item","yes","Masked_repetition_priming.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment","no","mono","no","18","no","white","no","yes","768","psycho","22","22","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment/subject-1.csv","psycho","Lentiform Loewenfeld","3.3.12","creek","0","n","n","1367.4605419510044","1367.4605419510044","2","psycho","congruent","1024","2","48000","-16","experiment","1","odd","creek","5130.033791007008","96857.47783299303","100246.7109580175","101615.57087500114","99864.37604099046","100143.01941602025","100212.8589579952","96854.46508298628","100176.97595799109","5130.218832986429","100246.59745796816","Masked_repetition_priming","21","16195.754502201453","23","yes","1024"
"91.66666666666667","91.66666666666667","702.3949549232688","702.3949549232688","black","psycho","psycho","psycho","0","Inc_Synth_Nat","short","uniform","1","1","n","0","23","23","23","23","23","23","23","23","0","23","Thu Oct 27 14:17:39 2022","The main experiment item","yes","Masked_repetition_priming.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment","no","mono","no","18","no","white","no","yes","768","psycho","23","23","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment/subject-1.csv","psycho","Lentiform Loewenfeld","3.3.12","sash","0","n","n","661.7244159569964","661.7244159569964","2","psycho","incongruent","1024","2","48000","-16","experiment","1","odd","dingo","5130.033791007008","101689.81050001457","105078.05900002131","105741.25525000272","104696.45033299457","104973.97145797731","105044.25550001906","101686.61108298693","105007.65445799334","5130.218832986429","105077.93541601859","Masked_repetition_priming","22","16857.47891815845","24","yes","1024"
"92","92","701.2195167248137","701.2195167248137","black","psycho","psycho","psycho","0","Inc_Nat_Synth","short","uniform","1","1","m","0","24","24","24","24","24","24","24","24","0","24","Thu Oct 27 14:17:39 2022","The main experiment item","yes","Masked_repetition_priming.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment","no","mono","no","18","no","white","no","yes","768","psycho","24","24","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment/subject-1.csv","psycho","Lentiform Loewenfeld","3.3.12","leaf","0","m","m","673.008999961894","673.008999961894","2","psycho","incongruent","1024","2","48000","-16","experiment","1","odd","coin","5130.033791007008","105816.64674996864","109205.56162501452","109879.9326660228","108823.35037499433","109101.74066596664","109171.71516601229","105812.90224997792","109135.55058301426","5130.218832986429","109205.44325001538","Masked_repetition_priming","23","17530.487918120343","25","yes","1024"
"92.3076923076923","92.3076923076923","698.0057228132724","698.0057228132724","black","psycho","psycho","psycho","0","Inc_Synth_Nat","short","uniform","1","1","n","0","25","25","25","25","25","25","25","25","0","25","Thu Oct 27 14:17:39 2022","The main experiment item","yes","Masked_repetition_priming.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment","no","mono","no","18","no","white","no","yes","768","psycho","25","25","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment/subject-1.csv","psycho","Lentiform Loewenfeld","3.3.12","torch","0","n","n","617.6608750247397","617.6608750247397","2","psycho","incongruent","1024","2","48000","-16","experiment","1","odd","chimp","5130.033791007008","109952.66974996775","113340.74191597756","113959.74854100496","112959.17899999768","113237.2986249975","113306.95612501586","109949.21887497185","113271.06254099635","5130.218832986429","113340.62683297088","Masked_repetition_priming","24","18148.148793145083","26","yes","1024"
"88.88888888888889","88.88888888888889","699.0006790427423","699.0006790427423","black","psycho","psycho","psycho","0","Inc_Synth_Nat","short","uniform","0","0","n","0","26","26","26","26","26","26","26","26","0","26","Thu Oct 27 14:17:39 2022","The main experiment item","yes","Masked_repetition_priming.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment","no","mono","no","18","no","white","no","yes","768","psycho","26","26","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment/subject-1.csv","psycho","Lentiform Loewenfeld","3.3.12","ladle","0","m","m","724.8695410089567","724.8695410089567","2","psycho","incongruent","1024","2","48000","-16","experiment","1","odd","gully","5130.033791007008","114030.82445799373","117418.80200000014","118145.05037496565","117037.05308301141","117315.41683297837","117385.04079100676","114027.85929100355","117349.13208300713","5130.218832986429","117418.679082999","Masked_repetition_priming","24","18873.01833415404","27","yes","1024"
"89.28571428571429","89.28571428571429","700.4298884338433","700.4298884338433","black","psycho","psycho","psycho","0","Con_Synth","short","uniform","1","1","m","0","27","27","27","27","27","27","27","27","0","27","Thu Oct 27 14:17:39 2022","The main experiment item","yes","Masked_repetition_priming.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment","no","mono","no","18","no","white","no","yes","768","psycho","27","27","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment/subject-1.csv","psycho","Lentiform Loewenfeld","3.3.12","cable","0","m","m","739.0185419935733","739.0185419935733","2","psycho","congruent","1024","2","48000","-16","experiment","1","odd","cable","5130.033791007008","118216.8644159683","121605.39458302082","122345.81404097844","121223.47779100528","121501.93650001893","121571.57387497136","118213.55379099259","121535.72162496857","5130.218832986429","121605.26587499771","Masked_repetition_priming","25","19612.036876147613","28","yes","1024"
"89.65517241379311","89.65517241379311","697.072047453197","697.072047453197","black","psycho","psycho","psycho","0","Con_Nat","short","uniform","1","1","n","0","28","28","28","28","28","28","28","28","0","28","Thu Oct 27 14:17:39 2022","The main experiment item","yes","Masked_repetition_priming.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment","no","mono","no","18","no","white","no","yes","768","psycho","28","28","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment/subject-1.csv","psycho","Lentiform Loewenfeld","3.3.12","tiger","0","n","n","603.0524999951012","603.0524999951012","2","psycho","congruent","1024","2","48000","-16","experiment","1","odd","tiger","5130.033791007008","122417.06262499793","125805.17491599312","126409.63083301904","125423.50983299548","125701.93966600345","125771.33183297701","122413.68616599357","125735.72416597744","5130.218832986429","125805.05812499905","Masked_repetition_priming","26","20215.089376142714","29","yes","1024"
"90","90","693.9987708698027","693.9987708698027","black","psycho","psycho","psycho","0","Inc_Nat_Synth","short","uniform","1","1","m","0","29","29","29","29","29","29","29","29","0","29","Thu Oct 27 14:17:39 2022","The main experiment item","yes","Masked_repetition_priming.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment","no","mono","no","18","no","white","no","yes","768","psycho","29","29","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment/subject-1.csv","psycho","Lentiform Loewenfeld","3.3.12","camel","0","m","m","604.8737499513663","604.8737499513663","2","psycho","incongruent","1024","2","48000","-16","experiment","1","odd","bench","5130.033791007008","126480.89333297685","129868.74562501907","130474.96483300347","129486.92966601811","129765.48299996648","129834.84708296601","126477.863624983","129799.22854097094","5130.218832986429","129868.62566601485","Masked_repetition_priming","27","20819.96312609408","30","yes","1024"
"90.3225806451613","90.3225806451613","691.9276196464535","691.9276196464535","black","psycho","psycho","psycho","0","Inc_Nat_Synth","short","uniform","1","1","m","0","30","30","30","30","30","30","30","30","0","30","Thu Oct 27 14:17:39 2022","The main experiment item","yes","Masked_repetition_priming.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment","no","mono","no","18","no","white","no","yes","768","psycho","30","30","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment/subject-1.csv","psycho","Lentiform Loewenfeld","3.3.12","melon","0","m","m","629.7930829459801","629.7930829459801","2","psycho","incongruent","1024","2","48000","-16","experiment","1","odd","hose","5130.033791007008","130549.72549999366","133938.29000002006","134569.51458298136","133556.21008301387","133834.52595799463","133904.4795410009","130546.18800000753","133868.50841599517","5130.218832986429","133938.16129100742","Masked_repetition_priming","28","21449.75620904006","31","yes","1024"
"90.625","90.625","687.746282595981","687.746282595981","black","psycho","psycho","psycho","0","Inc_Nat_Synth","short","uniform","1","1","m","0","31","31","31","31","31","31","31","31","0","31","Thu Oct 27 14:17:39 2022","The main experiment item","yes","Masked_repetition_priming.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment","no","mono","no","18","no","white","no","yes","768","psycho","31","31","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment/subject-1.csv","psycho","Lentiform Loewenfeld","3.3.12","poppy","0","m","m","558.1248340313323","558.1248340313323","2","psycho","incongruent","1024","2","48000","-16","experiment","1","odd","cloth","5130.033791007008","134641.8699999922","138030.13941599056","138589.61733296746","137648.24412501184","137926.80099996505","137996.20904098265","134638.18637497025","137960.4666659725","5130.218832986429","138030.01770802075","Masked_repetition_priming","29","22007.881043071393","32","yes","1024"
"90.9090909090909","90.9090909090909","684.7640442446749","684.7640442446749","black","psycho","psycho","psycho","0","Con_Nat","short","uniform","1","1","n","0","32","32","32","32","32","32","32","32","0","32","Thu Oct 27 14:17:39 2022","The main experiment item","yes","Masked_repetition_priming.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment","no","mono","no","18","no","white","no","yes","768","psycho","32","32","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment/subject-1.csv","psycho","Lentiform Loewenfeld","3.3.12","frog","0","n","n","589.3324170028791","589.3324170028791","2","psycho","congruent","1024","2","48000","-16","experiment","1","odd","frog","5130.033791007008","138661.36441600975","142050.12579099275","142640.8634579857","141668.52870798903","141946.80037500802","142016.2913330132","138657.99970796797","141980.51758296788","5130.218832986429","142050.00383302104","Masked_repetition_priming","30","22597.213460074272","33","yes","1024"
"88.23529411764706","88.23529411764706","679.7198480909334","679.7198480909334","black","psycho","psycho","psycho","0","Con_Synth","short","uniform","0","0","m","0","33","33","33","33","33","33","33","33","0","33","Thu Oct 27 14:17:39 2022","The main experiment item","yes","Masked_repetition_priming.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment","no","mono","no","18","no","white","no","yes","768","psycho","33","33","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment/subject-1.csv","psycho","Lentiform Loewenfeld","3.3.12","drug","0","n","n","513.2613750174642","513.2613750174642","2","psycho","congruent","1024","2","48000","-16","experiment","1","odd","drug","5130.033791007008","142711.50400000624","146100.74974998133","146615.42112496682","145718.83095800877","145997.031625011","146066.67949998518","142708.58162501827","146030.8127909666","5130.218832986429","146100.62704101438","Masked_repetition_priming","30","23110.474835091736","34","yes","1024"
"88.57142857142857","88.57142857142857","677.0455750304142","677.0455750304142","black","psycho","psycho","psycho","0","Inc_Nat_Synth","short","uniform","1","1","m","0","34","34","34","34","34","34","34","34","0","34","Thu Oct 27 14:17:39 2022","The main experiment item","yes","Masked_repetition_priming.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment","no","mono","no","18","no","white","no","yes","768","psycho","34","34","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment/subject-1.csv","psycho","Lentiform Loewenfeld","3.3.12","water","0","m","m","586.1202909727581","586.1202909727581","2","psycho","incongruent","1024","2","48000","-16","experiment","1","odd","medal","5130.033791007008","146687.72462499328","150077.39712501643","150664.95095798746","149694.96279099258","149973.10316597577","150042.79425001005","146684.05583297135","150006.9305410143","5130.218832986429","150077.28041597875","Masked_repetition_priming","31","23696.595126064494","35","yes","1024"
"88.88888888888889","88.88888888888889","674.9901840569995","674.9901840569995","black","psycho","psycho","psycho","0","Inc_Nat_Synth","short","uniform","1","1","m","0","35","35","35","35","35","35","35","35","0","35","Thu Oct 27 14:17:39 2022","The main experiment item","yes","Masked_repetition_priming.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment","no","mono","no","18","no","white","no","yes","768","psycho","35","35","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment/subject-1.csv","psycho","Lentiform Loewenfeld","3.3.12","toad","0","m","m","603.0514999874867","603.0514999874867","2","psycho","incongruent","1024","2","48000","-16","experiment","1","odd","glove","5130.033791007008","150736.83529096888","154125.1432080171","154729.58849999122","153743.50866599707","154021.76191599574","154091.45287499996","150733.41250000522","154055.63487496693","5130.218832986429","154125.02570799552","Masked_repetition_priming","32","24299.64662605198","36","yes","1024"
"89.1891891891892","89.1891891891892","669.7907027319652","669.7907027319652","black","psycho","psycho","psycho","0","Inc_Nat_Synth","short","uniform","1","1","m","0","36","36","36","36","36","36","36","36","0","36","Thu Oct 27 14:17:39 2022","The main experiment item","yes","Masked_repetition_priming.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment","no","mono","no","18","no","white","no","yes","768","psycho","36","36","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment/subject-1.csv","psycho","Lentiform Loewenfeld","3.3.12","grape","0","m","m","482.60937503073364","482.60937503073364","2","psycho","incongruent","1024","2","48000","-16","experiment","1","odd","shelf","5130.033791007008","154801.39687500196","158191.63637497695","158675.66479102243","157808.62874997547","158087.4608749873","158157.686999999","154797.4830410094","158121.2802079972","5130.218832986429","158191.5219160146","Masked_repetition_priming","33","24782.256001082715","37","yes","1024"
"89.47368421052632","89.47368421052632","667.2230701859869","667.2230701859869","black","psycho","psycho","psycho","0","Inc_Nat_Synth","short","uniform","1","1","m","0","37","37","37","37","37","37","37","37","0","37","Thu Oct 27 14:17:39 2022","The main experiment item","yes","Masked_repetition_priming.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment","no","mono","no","18","no","white","no","yes","768","psycho","37","37","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment/subject-1.csv","psycho","Lentiform Loewenfeld","3.3.12","cobra","0","m","m","572.220665984787","572.220665984787","2","psycho","incongruent","1024","2","48000","-16","experiment","1","odd","razor","5130.033791007008","158747.94450000627","162136.81362499483","162710.4582079919","161754.79516596533","162033.2000000053","162102.79845801415","158744.50183298904","162066.9819159666","5130.218832986429","162136.6595409927","Masked_repetition_priming","34","25354.4766670675","38","yes","1024"
"89.74358974358974","89.74358974358974","670.1583408225232","670.1583408225232","black","psycho","psycho","psycho","0","Con_Synth","short","uniform","1","1","m","0","38","38","38","38","38","38","38","38","0","38","Thu Oct 27 14:17:39 2022","The main experiment item","yes","Masked_repetition_priming.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment","no","mono","no","18","no","white","no","yes","768","psycho","38","38","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment/subject-1.csv","psycho","Lentiform Loewenfeld","3.3.12","doll","0","m","m","781.6986250109039","781.6986250109039","2","psycho","congruent","1024","2","48000","-16","experiment","1","odd","doll","5130.033791007008","162782.68562501762","166171.3812079979","166954.46037501097","165789.6342080203","166067.87870801054","166137.58420798695","162779.12491600728","166101.59545799252","5130.218832986429","166171.25516600208","Masked_repetition_priming","35","26136.175292078406","39","yes","1024"
"90","90","666.9864843774121","666.9864843774121","black","psycho","psycho","psycho","0","Inc_Nat_Synth","short","uniform","1","1","m","0","39","39","39","39","39","39","39","39","0","39","Thu Oct 27 14:17:39 2022","The main experiment item","yes","Masked_repetition_priming.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment","no","mono","no","18","no","white","no","yes","768","psycho","39","39","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment/subject-1.csv","psycho","Lentiform Loewenfeld","3.3.12","berry","0","m","m","543.2840830180794","543.2840830180794","2","psycho","incongruent","1024","2","48000","-16","experiment","1","odd","plaza","5130.033791007008","167026.33487497224","170415.55258299923","170960.21020796616","170033.2188750035","170311.54774996685","170381.6654579714","167022.76849996997","170345.41333297966","5130.218832986429","170415.42712500086","Masked_repetition_priming","36","26679.459375096485","40","yes","1024"
"87.8048780487805","87.8048780487805","670.5227672710174","670.5227672710174","black","psycho","psycho","psycho","0","Inc_Synth_Nat","short","uniform","0","0","n","0","40","40","40","40","40","40","40","40","0","40","Thu Oct 27 14:17:39 2022","The main experiment item","yes","Masked_repetition_priming.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment","no","mono","no","18","no","white","no","yes","768","psycho","40","40","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment/subject-1.csv","psycho","Lentiform Loewenfeld","3.3.12","spear","0","m","m","811.9740830152296","811.9740830152296","2","psycho","incongruent","1024","2","48000","-16","experiment","1","odd","moth","5130.033791007008","171031.99770802166","174421.33583297255","175234.78312499356","174039.2288750154","174317.5710409996","174387.47404096648","171028.68741599377","174351.3765829848","5130.218832986429","174421.20599996997","Masked_repetition_priming","36","27491.433458111715","41","yes","1024"
"85.71428571428571","85.71428571428571","666.387516859686","666.387516859686","black","psycho","psycho","psycho","0","Inc_Synth_Nat","short","uniform","0","0","n","0","41","41","41","41","41","41","41","41","0","41","Thu Oct 27 14:17:39 2022","The main experiment item","yes","Masked_repetition_priming.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment","no","mono","no","18","no","white","no","yes","768","psycho","41","41","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment/subject-1.csv","psycho","Lentiform Loewenfeld","3.3.12","spade","0","m","m","496.8422499950975","496.8422499950975","2","psycho","incongruent","1024","2","48000","-16","experiment","1","odd","llama","5130.033791007008","175307.2069999762","178696.70504098758","179195.05487498827","178314.36954101082","178592.6970000146","178662.7408330096","175303.61287499545","178626.59970798995","5130.218832986429","178696.565790975","Masked_repetition_priming","36","27988.275708106812","42","yes","1024"
"86.04651162790698","86.04651162790698","664.8294689799767","664.8294689799767","black","psycho","psycho","psycho","0","Inc_Nat_Synth","short","uniform","1","1","m","0","42","42","42","42","42","42","42","42","0","42","Thu Oct 27 14:17:39 2022","The main experiment item","yes","Masked_repetition_priming.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment","no","mono","no","18","no","white","no","yes","768","psycho","42","42","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment/subject-1.csv","psycho","Lentiform Loewenfeld","3.3.12","crow","0","m","m","599.3914580321871","599.3914580321871","2","psycho","incongruent","1024","2","48000","-16","experiment","1","odd","yacht","5130.033791007008","179267.85129099153","182657.8162079677","183258.64233297762","182275.0017910148","182553.99216600927","182623.958125012","179264.18058300624","182587.94420800405","5130.218832986429","182657.67549996963","Masked_repetition_priming","37","28587.667166139","43","yes","1024"
"86.36363636363636","86.36363636363636","663.3257386168804","663.3257386168804","black","psycho","psycho","psycho","0","Inc_Nat_Synth","short","uniform","1","1","m","0","43","43","43","43","43","43","43","43","0","43","Thu Oct 27 14:17:39 2022","The main experiment item","yes","Masked_repetition_priming.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment","no","mono","no","18","no","white","no","yes","768","psycho","43","43","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment/subject-1.csv","psycho","Lentiform Loewenfeld","3.3.12","peach","0","m","m","598.665333003737","598.665333003737","2","psycho","incongruent","1024","2","48000","-16","experiment","1","odd","shed","5130.033791007008","183335.54100000765","186724.9571249704","187325.0372079783","186342.38091600128","186620.92220800696","186691.0034159664","183331.36587496847","186654.75645801052","5130.218832986429","186724.83208298218","Masked_repetition_priming","38","29186.332499142736","44","yes","1024"
"86.66666666666667","86.66666666666667","661.6417972034671","661.6417972034671","black","psycho","psycho","psycho","0","Con_Synth","short","uniform","1","1","m","0","44","44","44","44","44","44","44","44","0","44","Thu Oct 27 14:17:39 2022","The main experiment item","yes","Masked_repetition_priming.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment","no","mono","no","18","no","white","no","yes","768","psycho","44","44","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment/subject-1.csv","psycho","Lentiform Loewenfeld","3.3.12","coat","0","m","m","587.5483750132844","587.5483750132844","2","psycho","congruent","1024","2","48000","-16","experiment","1","odd","coat","5130.033791007008","187397.4696249934","190785.9114999883","191374.8455409659","190404.1263749823","190682.37920798128","190752.02512496617","187393.89641600428","190716.11570799723","5130.218832986429","190785.7911249739","Masked_repetition_priming","39","29773.88087415602","45","yes","1024"
"86.95652173913044","86.95652173913044","661.6173061559929","661.6173061559929","black","psycho","psycho","psycho","0","Inc_Synth_Nat","short","uniform","1","1","n","0","45","45","45","45","45","45","45","45","0","45","Thu Oct 27 14:17:39 2022","The main experiment item","yes","Masked_repetition_priming.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment","no","mono","no","18","no","white","no","yes","768","psycho","45","45","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment/subject-1.csv","psycho","Lentiform Loewenfeld","3.3.12","ruler","0","n","n","660.5152090196498","660.5152090196498","2","psycho","incongruent","1024","2","48000","-16","experiment","1","odd","pansy","5130.033791007008","191449.1692080046","194838.43616599916","195500.4215000081","194456.2944159843","194734.42254099064","194804.56308298744","191445.3805409721","194768.2983329869","5130.218832986429","194838.31662498415","Masked_repetition_priming","40","30434.39608317567","46","yes","1024"
"87.23404255319149","87.23404255319149","665.4853741105824","665.4853741105824","black","psycho","psycho","psycho","0","Con_Nat","short","uniform","1","1","n","0","46","46","46","46","46","46","46","46","0","46","Thu Oct 27 14:17:39 2022","The main experiment item","yes","Masked_repetition_priming.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment","no","mono","no","18","no","white","no","yes","768","psycho","46","46","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment/subject-1.csv","psycho","Lentiform Loewenfeld","3.3.12","whale","0","n","n","843.4165000217035","843.4165000217035","2","psycho","congruent","1024","2","48000","-16","experiment","1","odd","whale","5130.033791007008","195572.04937498318","198959.83966597123","199804.6722500003","198578.1206249958","198856.37845797464","198926.02370801615","195568.6271250015","198890.19208296668","5130.218832986429","198959.7174579976","Masked_repetition_priming","41","31277.812583197374","47","yes","1024"
"87.5","87.5","664.5098289833792","664.5098289833792","black","psycho","psycho","psycho","0","Con_Synth","short","uniform","1","1","m","0","47","47","47","47","47","47","47","47","0","47","Thu Oct 27 14:17:39 2022","The main experiment item","yes","Masked_repetition_priming.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment","no","mono","no","18","no","white","no","yes","768","psycho","47","47","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment/subject-1.csv","psycho","Lentiform Loewenfeld","3.3.12","tank","0","m","m","618.6592080048285","618.6592080048285","2","psycho","congruent","1024","2","48000","-16","experiment","1","odd","tank","5130.033791007008","199876.2515829876","203265.22750000004","203885.37204096792","202883.3919580211","203161.5199999651","203231.35037499014","199872.82862496795","203195.291290991","5130.218832986429","203265.10833296925","Masked_repetition_priming","42","31896.471791202202","48","yes","1024"
"87.75510204081633","87.75510204081633","670.2915552697068","670.2915552697068","black","psycho","psycho","psycho","0","Inc_Nat_Synth","short","uniform","1","1","m","0","48","48","48","48","48","48","48","48","0","48","Thu Oct 27 14:17:39 2022","The main experiment item","yes","Masked_repetition_priming.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment","no","mono","no","18","no","white","no","yes","768","psycho","48","48","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment/subject-1.csv","psycho","Lentiform Loewenfeld","3.3.12","finch","0","m","m","947.8144170134328","947.8144170134328","2","psycho","incongruent","1024","2","48000","-16","experiment","1","odd","spoon","5130.033791007008","203957.57645799313","207345.5542079755","208294.76491600508","206963.72758300276","207241.7880410212","207311.68337498093","203954.01658298215","207275.6144159939","5130.218832986429","207345.4274579999","Masked_repetition_priming","43","32844.286208215635","49","yes","1024"
"88","88","669.8759725037962","669.8759725037962","black","psycho","psycho","psycho","0","Con_Nat","short","uniform","1","1","n","0","49","49","49","49","49","49","49","49","0","49","Thu Oct 27 14:17:39 2022","The main experiment item","yes","Masked_repetition_priming.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment","no","mono","no","18","no","white","no","yes","768","psycho","49","49","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment/subject-1.csv","psycho","Lentiform Loewenfeld","3.3.12","daisy","0","n","n","649.5124169741757","649.5124169741757","2","psycho","congruent","1024","2","48000","-16","experiment","1","odd","daisy","5130.033791007008","208366.12641601823","211754.40754101146","212405.31062497757","211372.97370797023","211650.8624579874","211720.57050000876","208362.67383297672","211684.68054098776","5130.218832986429","211754.2881249683","Masked_repetition_priming","44","33493.79862518981","50","yes","1024"
