"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_keyboard_response_short","count_experiment","count_fixation","count_keyboard_response_short","count_logger_short","count_mask1","count_mask2","count_mask3","count_new_sequence","count_prime","count_short_loop","count_target","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_short_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","prime","repeat_cycle","response","response_keyboard_response_short","response_time","response_time_keyboard_response_short","round_decimals","sampler_backend","soa_condition","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_experiment","time_fixation","time_keyboard_response_short","time_logger_short","time_mask1","time_mask2","time_mask3","time_new_sequence","time_prime","time_short_loop","time_target","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"undefined","undefined","887.9380383724837","887.9380383724837","black","psycho","psycho","psycho","0","Con_Nat","uniform","undefined","undefined","0","37","37","37","37","37","37","37","37","0","37","Thu Oct 27 13:28:47 2022","The main experiment item","yes","Masked_repetition_priming.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment","no","mono","no","18","no","white","no","yes","768","psycho","37","37","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment/subject-0.csv","psycho","Lentiform Loewenfeld","3.3.12","cave","0","m","m","751.8483750172891","751.8483750172891","2","psycho","short","1024","2","48000","-16","experiment","0","even","cave","2035.6354160467163","163564.0606660163","166953.35679099662","167706.62070804974","166570.74533303967","166849.51854101382","166919.30112504633","163561.6395410034","166883.15679103835","2035.8145830105059","166953.2304580207","Masked_repetition_priming","0","33741.64545815438","38","yes","1024"
"undefined","undefined","893.390780977475","893.390780977475","black","psycho","psycho","psycho","0","Con_Synth","uniform","undefined","undefined","0","38","38","38","38","38","38","38","38","0","38","Thu Oct 27 13:28:47 2022","The main experiment item","yes","Masked_repetition_priming.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment","no","mono","no","18","no","white","no","yes","768","psycho","38","38","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment/subject-0.csv","psycho","Lentiform Loewenfeld","3.3.12","rope","0","m","m","1100.594999967143","1100.594999967143","2","psycho","short","1024","2","48000","-16","experiment","0","even","rope","2035.6354160467163","167778.12004100997","171165.63862503972","172267.64529099455","170784.14691600483","171062.19300004886","171131.78600004176","167774.9857500312","171095.9430000512","2035.8145830105059","171165.52162502194","Masked_repetition_priming","0","34842.24045812152","39","yes","1024"
"undefined","undefined","892.8702364530182","892.8702364530182","black","psycho","psycho","psycho","0","Inc_Synth_Nat","uniform","undefined","undefined","0","39","39","39","39","39","39","39","39","0","39","Thu Oct 27 13:28:47 2022","The main experiment item","yes","Masked_repetition_priming.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment","no","mono","no","18","no","white","no","yes","768","psycho","39","39","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment/subject-0.csv","psycho","Lentiform Loewenfeld","3.3.12","torch","0","n","n","872.5689999992028","872.5689999992028","2","psycho","short","1024","2","48000","-16","experiment","0","even","chimp","2035.6354160467163","172338.80387502722","175727.942041005","176601.88550001476","175345.33541603014","175623.85650002398","175694.04204102466","172336.36112499516","175657.7868750319","2035.8145830105059","175727.8230410302","Masked_repetition_priming","0","35714.809458120726","40","yes","1024"
"undefined","undefined","889.8635142221592","889.8635142221592","black","psycho","psycho","psycho","0","Inc_Nat_Synth","uniform","undefined","undefined","0","40","40","40","40","40","40","40","40","0","40","Thu Oct 27 13:28:47 2022","The main experiment item","yes","Masked_repetition_priming.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment","no","mono","no","18","no","white","no","yes","768","psycho","40","40","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment/subject-0.csv","psycho","Lentiform Loewenfeld","3.3.12","peach","0","m","m","769.5946249878034","769.5946249878034","2","psycho","short","1024","2","48000","-16","experiment","0","even","shed","2035.6354160467163","176672.93379100738","180060.71887502912","180831.71533304267","179679.16095803957","179957.29645801475","180027.01370802242","176670.22700002417","179991.06262502028","2035.8145830105059","180060.59541599825","Masked_repetition_priming","0","36484.40408310853","41","yes","1024"
"undefined","undefined","886.281374003461","886.281374003461","black","psycho","psycho","psycho","0","Con_Nat","uniform","undefined","undefined","0","41","41","41","41","41","41","41","41","0","41","Thu Oct 27 13:28:47 2022","The main experiment item","yes","Masked_repetition_priming.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment","no","mono","no","18","no","white","no","yes","768","psycho","41","41","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment/subject-0.csv","psycho","Lentiform Loewenfeld","3.3.12","deer","0","n","n","739.413625036832","739.413625036832","2","psycho","short","1024","2","48000","-16","experiment","0","even","deer","2035.6354160467163","180902.74516603677","184290.734625014","185031.5832910128","183908.9709999971","184187.1679580072","184256.77391601494","180899.74854100728","184220.95004102448","2035.8145830105059","184290.56116600987","Masked_repetition_priming","0","37223.81770814536","42","yes","1024"
"undefined","undefined","881.7028313994321","881.7028313994321","black","psycho","psycho","psycho","0","Con_Nat","uniform","undefined","undefined","0","42","42","42","42","42","42","42","42","0","42","Thu Oct 27 13:28:47 2022","The main experiment item","yes","Masked_repetition_priming.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment","no","mono","no","18","no","white","no","yes","768","psycho","42","42","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment/subject-0.csv","psycho","Lentiform Loewenfeld","3.3.12","puppy","0","n","n","689.404042030219","689.404042030219","2","psycho","short","1024","2","48000","-16","experiment","0","even","puppy","2035.6354160467163","185106.90950002754","188496.78383301944","189187.63116601622","188113.52029099362","188392.58745801635","188462.98525005113","185102.52499999478","188426.85104103293","2035.8145830105059","188496.60675000632","Masked_repetition_priming","0","37913.22175017558","43","yes","1024"
"undefined","undefined","879.1070965949489","879.1070965949489","black","psycho","psycho","psycho","0","Inc_Nat_Synth","uniform","undefined","undefined","0","43","43","43","43","43","43","43","43","0","43","Thu Oct 27 13:28:47 2022","The main experiment item","yes","Masked_repetition_priming.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment","no","mono","no","18","no","white","no","yes","768","psycho","43","43","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment/subject-0.csv","psycho","Lentiform Loewenfeld","3.3.12","cobra","0","m","m","767.4905000021681","767.4905000021681","2","psycho","short","1024","2","48000","-16","experiment","0","even","razor","2035.6354160467163","189259.64508304605","192648.99033302208","193418.01150003448","192266.41216600547","192545.35195801873","192615.11700000847","189256.15779100917","192579.30174999638","2035.8145830105059","192648.869208002","Masked_repetition_priming","0","38680.71225017775","44","yes","1024"
"undefined","undefined","884.966431493457","884.966431493457","black","psycho","psycho","psycho","0","Con_Nat","uniform","undefined","undefined","0","44","44","44","44","44","44","44","44","0","44","Thu Oct 27 13:28:47 2022","The main experiment item","yes","Masked_repetition_priming.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment","no","mono","no","18","no","white","no","yes","768","psycho","44","44","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment/subject-0.csv","psycho","Lentiform Loewenfeld","3.3.12","whale","0","n","n","1142.7771670278162","1142.7771670278162","2","psycho","short","1024","2","48000","-16","experiment","0","even","whale","2035.6354160467163","193489.72441599471","196878.2387910178","198022.47508300934","196496.33679102408","196774.83358304016","196844.51775002526","193486.70075001428","196808.45987499924","2035.8145830105059","196878.12225002563","Masked_repetition_priming","0","39823.489417205565","45","yes","1024"
"undefined","undefined","881.7193161344419","881.7193161344419","black","psycho","psycho","psycho","0","Con_Nat","uniform","undefined","undefined","0","45","45","45","45","45","45","45","45","0","45","Thu Oct 27 13:28:47 2022","The main experiment item","yes","Masked_repetition_priming.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment","no","mono","no","18","no","white","no","yes","768","psycho","45","45","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment/subject-0.csv","psycho","Lentiform Loewenfeld","3.3.12","goose","0","n","n","735.5991249787621","735.5991249787621","2","psycho","short","1024","2","48000","-16","experiment","0","even","goose","2035.6354160467163","198094.69483303837","201485.5987080373","202222.70158299943","201101.31066601025","201380.4069160251","201451.30483299727","198091.44512499915","201414.63366604876","2035.8145830105059","201485.43154104846","Masked_repetition_priming","0","40559.08854218433","46","yes","1024"
"undefined","undefined","878.0006471738973","878.0006471738973","black","psycho","psycho","psycho","0","Inc_Nat_Synth","uniform","undefined","undefined","0","46","46","46","46","46","46","46","46","0","46","Thu Oct 27 13:28:47 2022","The main experiment item","yes","Masked_repetition_priming.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment","no","mono","no","18","no","white","no","yes","768","psycho","46","46","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment/subject-0.csv","psycho","Lentiform Loewenfeld","3.3.12","camel","0","m","m","706.9418749888428","706.9418749888428","2","psycho","short","1024","2","48000","-16","experiment","0","even","bench","2035.6354160467163","202294.4802500424","205683.51937504485","206391.92029100377","205301.0920410161","205579.3063750025","205649.6010000119","202290.90166604146","205613.08366601588","2035.8145830105059","205683.39587503579","Masked_repetition_priming","0","41266.03041717317","47","yes","1024"
"undefined","undefined","873.5516310868358","873.5516310868358","black","psycho","psycho","psycho","0","Con_Synth","uniform","undefined","undefined","0","47","47","47","47","47","47","47","47","0","47","Thu Oct 27 13:28:47 2022","The main experiment item","yes","Masked_repetition_priming.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment","no","mono","no","18","no","white","no","yes","768","psycho","47","47","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment/subject-0.csv","psycho","Lentiform Loewenfeld","3.3.12","sword","0","n","n","664.4478749949485","664.4478749949485","2","psycho","short","1024","2","48000","-16","experiment","0","even","sword","2035.6354160467163","206463.20587501395","209851.14616603823","210516.99970802292","209469.77412502747","209747.65862501226","209817.3692499986","206460.19108302426","209781.5488750348","2035.8145830105059","209851.02529102005","Masked_repetition_priming","0","41930.47829216812","48","yes","1024"
"undefined","undefined","896.5415944112465","896.5415944112465","black","psycho","psycho","psycho","0","Con_Synth","uniform","undefined","undefined","0","48","48","48","48","48","48","48","48","0","48","Thu Oct 27 13:28:47 2022","The main experiment item","yes","Masked_repetition_priming.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment","no","mono","no","18","no","white","no","yes","768","psycho","48","48","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment/subject-0.csv","psycho","Lentiform Loewenfeld","3.3.12","tower","0","None","None","2000.0598339829594","2000.0598339829594","2","psycho","short","1024","2","48000","-16","experiment","0","even","tower","2035.6354160467163","210587.52141601872","213975.57716601295","215975.90075002518","213594.05270800926","213871.8502499978","213941.81650003884","210584.37991602113","213905.5946660228","2035.8145830105059","213975.4546660115","Masked_repetition_priming","0","43930.53812615108","49","yes","1024"
"undefined","undefined","895.7822891825344","895.7822891825344","black","psycho","psycho","psycho","0","Inc_Nat_Synth","uniform","undefined","undefined","0","49","49","49","49","49","49","49","49","0","49","Thu Oct 27 13:28:47 2022","The main experiment item","yes","Masked_repetition_priming.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment","no","mono","no","18","no","white","no","yes","768","psycho","49","49","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment/subject-0.csv","psycho","Lentiform Loewenfeld","3.3.12","crow","0","m","m","858.5763329756446","858.5763329756446","2","psycho","short","1024","2","48000","-16","experiment","0","even","yacht","2035.6354160467163","216047.79008304467","219436.54462503036","220296.378250001","219054.24762499752","219332.9764160444","219402.69650000846","216044.22083304962","219366.6949160397","2035.8145830105059","219436.41962500988","Masked_repetition_priming","0","44789.11445912672","50","yes","1024"
"undefined","undefined","890.0790335131152","890.0790335131152","black","psycho","psycho","psycho","0","Con_Nat","uniform","undefined","undefined","0","50","50","50","50","50","50","50","50","0","50","Thu Oct 27 13:28:47 2022","The main experiment item","yes","Masked_repetition_priming.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment","no","mono","no","18","no","white","no","yes","768","psycho","50","50","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment/subject-0.csv","psycho","Lentiform Loewenfeld","3.3.12","grass","0","n","n","604.9162500421517","604.9162500421517","2","psycho","short","1024","2","48000","-16","experiment","0","even","grass","2035.6354160467163","220367.234208039","223755.336000002","224361.67012504302","223373.43954102835","223651.27362502972","223721.4221250033","220364.29450003197","223685.05212501623","2035.8145830105059","223755.21158304764","Masked_repetition_priming","0","45394.030709168874","51","yes","1024"
"undefined","undefined","893.7960761384322","893.7960761384322","black","psycho","psycho","psycho","0","Inc_Synth_Nat","uniform","undefined","undefined","0","51","51","51","51","51","51","51","51","0","51","Thu Oct 27 13:28:47 2022","The main experiment item","yes","Masked_repetition_priming.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment","no","mono","no","18","no","white","no","yes","768","psycho","51","51","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment/subject-0.csv","psycho","Lentiform Loewenfeld","3.3.12","harp","0","n","n","1083.3652500296012","1083.3652500296012","2","psycho","short","1024","2","48000","-16","experiment","0","even","snail","2035.6354160467163","224433.69487504242","227822.1379580209","228906.94912499748","227440.30050002038","227718.30495801987","227788.20004104637","224430.1857080427","227752.0029580337","2035.8145830105059","227822.01229099883","Masked_repetition_priming","0","46477.395959198475","52","yes","1024"
"undefined","undefined","890.5422091363262","890.5422091363262","black","psycho","psycho","psycho","0","Inc_Nat_Synth","uniform","undefined","undefined","0","52","52","52","52","52","52","52","52","0","52","Thu Oct 27 13:28:47 2022","The main experiment item","yes","Masked_repetition_priming.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment","no","mono","no","18","no","white","no","yes","768","psycho","52","52","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment/subject-0.csv","psycho","Lentiform Loewenfeld","3.3.12","melon","0","m","m","721.3411250268109","721.3411250268109","2","psycho","short","1024","2","48000","-16","experiment","0","even","hose","2035.6354160467163","228980.40575004416","232369.65666600736","233092.3872910207","231987.14229103643","232265.97383304033","232335.77920804964","228977.3668750422","232299.73429103848","2035.8145830105059","232369.53566601733","Masked_repetition_priming","0","47198.737084225286","53","yes","1024"
"undefined","undefined","886.3303279482622","886.3303279482622","black","psycho","psycho","psycho","0","Inc_Synth_Nat","uniform","undefined","undefined","0","53","53","53","53","53","53","53","53","0","53","Thu Oct 27 13:28:47 2022","The main experiment item","yes","Masked_repetition_priming.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment","no","mono","no","18","no","white","no","yes","768","psycho","53","53","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment/subject-0.csv","psycho","Lentiform Loewenfeld","3.3.12","rail","0","n","n","663.1006249808706","663.1006249808706","2","psycho","short","1024","2","48000","-16","experiment","0","even","squid","2035.6354160467163","233163.53474999778","236552.73191601736","237217.29016600875","236170.35208304878","236448.99254100164","236518.74637504807","233160.98124999553","236482.79058304615","2035.8145830105059","236552.61270800838","Masked_repetition_priming","0","47861.83770920616","54","yes","1024"
"undefined","undefined","891.2887931854294","891.2887931854294","black","psycho","psycho","psycho","0","Con_Synth","uniform","undefined","undefined","0","54","54","54","54","54","54","54","54","0","54","Thu Oct 27 13:28:47 2022","The main experiment item","yes","Masked_repetition_priming.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment","no","mono","no","18","no","white","no","yes","768","psycho","54","54","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment/subject-0.csv","psycho","Lentiform Loewenfeld","3.3.12","paint","0","m","m","1159.0459159924649","1159.0459159924649","2","psycho","short","1024","2","48000","-16","experiment","0","even","paint","2035.6354160467163","237288.74420799548","240677.06512502627","241837.5043750275","240295.50079104956","240573.87354102684","240643.38066603523","237285.3037500172","240607.64891601866","2035.8145830105059","240676.93208303535","Masked_repetition_priming","0","49020.88362519862","55","yes","1024"
"undefined","undefined","887.455745538838","887.455745538838","black","psycho","psycho","psycho","0","Con_Nat","uniform","undefined","undefined","0","55","55","55","55","55","55","55","55","0","55","Thu Oct 27 13:28:47 2022","The main experiment item","yes","Masked_repetition_priming.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment","no","mono","no","18","no","white","no","yes","768","psycho","55","55","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment/subject-0.csv","psycho","Lentiform Loewenfeld","3.3.12","tiger","0","n","n","676.6381249763072","676.6381249763072","2","psycho","short","1024","2","48000","-16","experiment","0","even","tiger","2035.6354160467163","241909.17887503747","245298.6443330301","245976.69008304365","244916.9279159978","245194.8501660372","245264.73975001136","241906.5680410131","245228.67570800008","2035.8145830105059","245298.5265830066","Masked_repetition_priming","0","49697.52175017493","56","yes","1024"
"undefined","undefined","881.9410094946394","881.9410094946394","black","psycho","psycho","psycho","0","Inc_Synth_Nat","uniform","undefined","undefined","0","56","56","56","56","56","56","56","56","0","56","Thu Oct 27 13:28:47 2022","The main experiment item","yes","Masked_repetition_priming.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment","no","mono","no","18","no","white","no","yes","768","psycho","56","56","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment/subject-0.csv","psycho","Lentiform Loewenfeld","3.3.12","patio","0","m","m","573.1157910195179","573.1157910195179","2","psycho","short","1024","2","48000","-16","experiment","0","even","sloth","2035.6354160467163","246048.23754105018","249436.7926249979","250011.3825830049","249054.6947910334","249333.1766250194","249403.01679103868","246044.80829101522","249367.00412502978","2035.8145830105059","249436.66941602714","Masked_repetition_priming","0","50270.63754119445","57","yes","1024"
"undefined","undefined","881.5755754175339","881.5755754175339","black","psycho","psycho","psycho","0","Inc_Synth_Nat","uniform","undefined","undefined","0","57","57","57","57","57","57","57","57","0","57","Thu Oct 27 13:28:47 2022","The main experiment item","yes","Masked_repetition_priming.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment","no","mono","no","18","no","white","no","yes","768","psycho","57","57","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment/subject-0.csv","psycho","Lentiform Loewenfeld","3.3.12","kiosk","0","n","n","860.74583302252","860.74583302252","2","psycho","short","1024","2","48000","-16","experiment","0","even","petal","2035.6354160467163","250083.34533299785","253471.8027500203","254333.93104100833","253089.91520799464","253368.3725410374","253437.99062503967","250080.17525001196","253402.08770800382","2035.8145830105059","253471.68729105033","Masked_repetition_priming","0","51131.383374216966","58","yes","1024"
"undefined","undefined","877.0835437659979","877.0835437659979","black","psycho","psycho","psycho","0","Inc_Synth_Nat","uniform","undefined","undefined","0","58","58","58","58","58","58","58","58","0","58","Thu Oct 27 13:28:47 2022","The main experiment item","yes","Masked_repetition_priming.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment","no","mono","no","18","no","white","no","yes","768","psycho","58","58","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment/subject-0.csv","psycho","Lentiform Loewenfeld","3.3.12","spear","0","n","n","616.5457079769112","616.5457079769112","2","psycho","short","1024","2","48000","-16","experiment","0","even","moth","2035.6354160467163","254405.1929580164","257793.27337502036","258411.33875004016","257411.81383299408","257689.70729102148","257759.36958304374","254401.67941601248","257723.5663330066","2035.8145830105059","257793.15783304628","Masked_repetition_priming","0","51747.92908219388","59","yes","1024"
"undefined","undefined","872.5314138699711","872.5314138699711","black","psycho","psycho","psycho","0","Con_Synth","uniform","undefined","undefined","0","59","59","59","59","59","59","59","59","0","59","Thu Oct 27 13:28:47 2022","The main experiment item","yes","Masked_repetition_priming.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment","no","mono","no","18","no","white","no","yes","768","psycho","59","59","/Users/ethan/Documents/GitHub/OpenSesame/Masked repetition priming/experiment/subject-0.csv","psycho","Lentiform Loewenfeld","3.3.12","belt","0","m","m","603.9557500043884","603.9557500043884","2","psycho","short","1024","2","48000","-16","experiment","0","even","belt","2035.6354160467163","258483.19245805033","261871.65537499823","262477.0466250484","261489.8767080158","261768.0700000492","261837.82158303075","258479.91283301963","261801.90587503603","2035.8145830105059","261871.5353330481","Masked_repetition_priming","0","52351.884832198266","60","yes","1024"
